순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
65,9788969523716,84188129,나의 첫 풍경 수채화 컬러링북,"11,700원",650원,고은정,경향비피,"마음을 울리는 풍경을 수채화로 물들여보세요! 수채화에 잘 어울리는 풍경 스케치 25 여행을 좋아하는 당신을 위한 풍경 노트 수채화로 채색했을 때 느껴지는 부드럽고 따스함을 좋아하는 사람이 많다. 수채화의 매력으로 가장 많이 꼽는 특징이기도 하다. 일상에서 만나는 소재를 칠해도 좋지만 때로는 쉽게 만날 수 없고 어쩌면 머릿속 상상으로만 만날 수 있는 풍경을 수채화로 칠해보자. 『나의 첫 풍경 수채화 컬러링북』에는 몰디브 풍경, 자작나무 겨울 숲, 숲 속의 나무집, 배가 있는 호수, 꽃 화분이 있는 창가 등 다양한 풍경 스케치를 담았다. 유명해서 익숙한 에펠탑부터 소박해서 정감 있는 시골길, 노을 지는 도시 그리고 마법 같은 수평선 한 조각까지 풍경을 칠하며 일상에서 지친 마음을 위로하는 시간을 가져보자. 마음에 드는 풍경은 고급 수채화 용지에 옮겨 그려 예쁘게 칠해 벽에 장식해도 좋다.",1,국내도서-예술
66,9788979293463,104648321,오일 파스텔로 그리는 카페 드로잉,"18,000원","1,000원",정보은,도서출판이종,갓 내린 향긋한 커피처럼 따뜻하고 입안에서 사르륵 녹는 치즈케이크처럼 부드러운 오일 파스텔화를 그려보세요 오일 파스텔은 어릴 적 많이 사용하던 크레파스와 같은 재료다. 한 번만 칠해보면 오일 파스텔의 촉촉하고 부드러운 발림성과 따뜻한 색감의 발색에 푹 빠지게 될 것이다. 오일 파스텔은 드로잉 재료이기 때문에 다른 재료에 비해 종이를 많이 가리지 않는다. 색연필처럼 다루기 쉬운 재료기 때문에 아주 정교한 테크닉을 익히지 않아도 스케치북에 크레파스로 그림을 그렸던 어릴 적 기억을 떠올려 사용해보면 금세 능숙하게 다룰 수 있게 될 것이다. 이 책에서는 오일 파스텔을 사용해 우리가 좋아하고 즐겨 방문하는 카페와 관련한 소품들을 그리는 법을 알려준다.,1,국내도서-예술
67,9788979292473,42765873,"누구나 그릴 수 있는 색연필 일러스트 10,000개","15,300원",850원,페이러냐오 저/백인하 역,도서출판이종,"일상의 작은 발견을 그림으로 기록해보세요. 누구나 그릴 수 있는 쉽고 귀여운 색연필 일러스트 『누구나 그릴 수 있는 색연필 10000개』. 색연필 몇 자루, 종이, 그리고 이 책을 통해 누구나 금손이 될 수 있습니다. 기초 연습을 많이 할 필요 없고 어렵고 거창한 미술이론을 많이 알 필요도 없습니다. 그냥 색연필로 이 책 속에 있는 간단하고 귀여운 그림을 따라 그려보세요. 색연필은 다루기 아주 쉬운 그림 도구이고 이 책에는 17개 주제별로, 무려 10,000개의 예시 그림이 실려 있습니다. 단순한 기본 도형에서 그려나가기 때문에 따라 그리기도 아주 쉬워서 귀엽고 예쁜 그림을 불과 몇 분 만에 빠르게 그릴 수 있습니다. 정성스런 손편지나, 카드, 다이어리 꾸미기에 사용하기도 좋아요. 책 속 그림들을 조합하고 응용해서 자유롭게 낙서를 하거나 일상이나 여행지에서 보거나 느낀 것을 그려보세요.",1,국내도서-예술
68,9788903311645,167952,세광 뉴 바이엘 4,"5,400원",300원,편집부,세광음악출판사,,1,국내도서-예술-(미분류)-(미분류)
69,9791190313926,102505563,널 위한 문화예술,"15,120원",840원,널 위한 문화예술 편집부,웨일북,"40만 구독자가 열광한 최고의 예술 스토리텔러! ‘널 위한 문화예술’과 ‘예술의 이유’가 초대하는 세상에서 가장 가까운 이야기 미술관 예술에 대한 부채감으로 가까이 다가가지 못한 ‘너’를 위한, 어려운 건 딱 질색인 ‘너’를 위한, 예술적 교류를 원하는 ‘너’를 위한 유쾌하고 빠른 안내서. 미술을 생각하는 방식만 비틀어도 예술에 관심만 살짝 가져도 저절로 예술가의 삶이 머릿속에 들어오고, 감각이 일깨워지며, 예술에 대한 새로운 세계관이 열린다. 우리는 주변에서 미술 작품들을 쉽게 접할 수 있다. 전시회에 간다든지, 소셜 미디어에서 본다든지 또는 작품을 산다든지 등 여러 형태의 예술과 공존한다. 그럼에도 우리는 작품을 한 번도 제대로 본 적이 없다. ‘미술은 어려우니까 봐도 이해할 수 없을 거야’라는 생각으로 작품을 들여다보기 때문이다.",2,국내도서-예술
70,9791197529511,103308018,색연필로 그리는 모던민화 컬러링북,"13,320원",740원,이정희,심통,"보보(步步) 작가만의 모던한 감각이 담긴 32편의 민화작품 수록! 누구나 쉽게 그릴 수 있는 색연필 모던민화 컬러링북! 우리 그림 민화를 친근하게 만날 수 있는 시간! 민화는 조선 후기 서민들 사이에서 유행했던 그림으로, 소박하고 순수함이 돋보이는 그림이다. 귀신을 물리치거나 복을 기원하고 길상을 위해 제작되었으며 다산, 화합, 장수, 출세 등을 기원하는 따뜻하고 긍정적인 감성을 담고 있다. 『색연필로 그리는 모던민화 컬러링북』은 전통 안료를 사용해 그리던 민화를 색연필로 그릴 수 있도록 초보적인 그림부터 약간의 난이도가 있는 그림까지 다양하게 구성되어 있다. 꽃이 피는 식물을 주제로 한 화훼도와 열매와 채소 등 식용 식물을 그린 소과도, 문자를 통해 길상적이고 교훈적인 뜻을 담은 문자도와 봉황, 해태 등 상상의 동물을 그린 영수도, 문방사우와 관련된 그림을 그린 책거리, 그리고 차와 모란, 모란화병도, 모란버섯, 매화부채 등의 모던민화를 만나볼 수 있다.",1,국내도서-예술
71,9788968332883,96262883,스토리텔링 바이블,"20,700원","1,150원",대니얼 조슈아 루빈/이한이,블랙피쉬,"“잘 나가는 이야기에는 남다른 스토리텔링이 있다!” 할리우드 경력 25년 작가가 알려주는 관계자가 ‘러브콜’을 보내고 독자들이 ‘결제’하는 팔리는 스토리의 법칙 27 역사상 오늘날처럼 많은 이야기가 소비된 시대는 없다. 휴대전화로 소설을 읽고, 스트리밍 서비스를 가입해 오리지널 드라마와 영화를 본다. 태블릿 PC로 침대 위에서 만화를 보고, 게임의 캐릭터와 아이템에 흥분하며, 범인이 누구일지 유추하며 팟캐스트에 귀를 기울인다. 이렇게 다양한 플랫폼에서 다채로운 이야기를 즐기는 이들이 많아진 만큼, 각 매체에 맞는 이야기 창작자가 늘고 있는 것은 당연한 일. 창작은 더 이상 특별한 사람만 하는 게 아니다. 이제 자신이 좋아하는 이야기를 직접 창작하는 시대인 것이다. 무언가를 쓴다는 것은, 심지어 캐릭터와 서사를 만들고 이끌고 간다는 것은 쉽지 않다. 핵심은 스토리텔링.",1,국내도서-인문
72,9788959135219,41231020,"반 고흐, 영혼의 편지","10,800원",600원,빈센트 반 고흐/신성림,위즈덤하우스,"이 책은 태양의 화가, 영혼의 화가라 불리는 빈센트 반 고흐의 편지들을 묶은 책이다. 그는 지독한 가난, 고독, 예술에 대한 끝없는 집착, 발작, 요절 등으로 37년의 짧은 생애 동안 극적이고도 고통스런 삶을 살며 강렬한 작품을 남겼다. 장은 모두 7개의 장으로 나뉜다. 고흐는 처음 구필화랑에서 일하기 시작한 후로, 습작기간을 거쳐 자연의 색, 태양의 빛을 찾아다니며 거처를 여러 번 옮겼다. 이 책은 그 시기와 지역을 구분해 하나하나 장으로 엮은 것이다. 테오의 편지를 포함한 40여 통의 편지와 그림들이 추가로 실려 있고, 편지에 언급한 그림이나 각 시기에 해당하는 작품들을 더했다. 고흐는 1872년 8월부터 세상을 떠날 때까지 동생 테오와 편지를 주고받았는데, 그가 테오에게 보낸 편지는 무려 668통이나 된다. 그 밖에도 어머니, 동료인 고갱, 베르나르, 라파르 등에게 띄운 편지가 이 책에 수록되어 있다.",1,국내도서-예술
73,9788903834014,78565540,엄지 피아노 칼림바 기초곡집,"7,200원",400원,장진영/신현경,세광음악출판사,,2,국내도서-예술
74,9788981056568,2510694,냠냠 맛있는 재즈 소곡집 1,"5,400원",300원,윤소희 편,음악세계,"재즈의 감미롭고 리드미컬함을 가득담은 「냠냠 맛있는 재즈 소곡집1」은 체르니 100번 수준의 곡집으로, 클래식부터 팝송, 파퓰러, 영화음악, 가요 등 널리 사랑받는 다양한 장르의 음악들을 세심하게 선곡하여 원곡의 느낌을 그대로 살려 쉽고 재미있게 편곡하였습니다. 자칫 지루해지기 쉬운 연습과정에 흥미를 더할 수 있도록 하였습니다....",1,국내도서-예술
75,9788903311621,167949,세광 뉴 바이엘 2,"5,400원",300원,편집부,세광음악출판사,,1,국내도서-예술-(미분류)-(미분류)
76,9788967212346,95594180,엄지척 칼림바 연주곡집,"7,200원",400원,편집부 저,삼호ETM,"▶ 아는 곡으로 쉽게 연주할 수 있는 초급 연주곡집! 숫자보 악보를 보고 음악을 전혀 모르는 사람들도 쉽게 연주할 수 있는 칼림바 초급 연주곡집이다. 아는 곡부터 차근차근 연주할 수 있다. 난이도순으로 수록되어 멜로디연주, 화음연주, 듀엣연주까지 할 수 있다. 동요부터 캐롤, 디즈니 OST까지 아주 쉽게 편곡되어 연주는 쉽게! 소리는 아름답게! 전곡 모범 연주 영상 QR코드가 수록되어 연주를 감상할 수 있다.",1,국내도서-예술
77,9788932637709,89233012,피아노로 연주하는 디즈니 OST 베스트 Easy Ver.,"13,500원",750원,"정유리,콘텐츠기획개발부 공저",삼호뮤직(삼호출판사),,1,국내도서-예술
78,9788903411154,7250613,스즈키 바이올린 교본 5,"10,800원",600원,편집부 저,세광음악출판사,CD가 첨부된 바이올린 실습 교재이다. 특히 CD는 감상용과 연습용 두 가지로 녹음되어 있어 교재로만 학습하는 것보다 더 높은 학습효과를 기대할 수 있다. 기초적인 트릴연습과 다양한 연습곡을 통해 바이올린을 배우고자 하는 초보자에게 필요한 학습교재가 될 것이다.,1,국내도서-예술
79,9791157801206,51080615,처음 만나는 뉴에이지 피아노 연주곡집 초급,"6,300원",350원,태림스코어 편집부,(주)태림스코어,"방탄소년단 진이 연주한 바로 그 연주곡집! 국내에서 사랑 받고 있는 최신 인기 뉴에이지 곡들을 엄선, 바이엘 단계부터 오리지널 단계까지 수준에 맞게 누구나 쉽게 골라 연주할 수 있도록 3권으로 구성한 피아노 연주곡집. 초급은 바이엘 후반부터, 중급은 체르니 100번 이상부터 사용할 수 있도록 더 쉽게 편곡하였으며, 고급은 원곡의 감성을 그대로 담았다. 연주나 TV, 드라마, 영화, 게임 등에서 들은 곡들을 수준에 맞게 직접 연주해볼 수 있다.",1,국내도서-예술
80,9791191509168,104661173,당장 써! CREATE NOW!,"12,600원",700원,맥라우드 형제/이영래,북드림,"전 세계 어린이들의 사랑을 받은 [바다 탐험대 옥토넛]을 만들고 영국 최고 권위의 예술상 ‘BFATA’를 수상한 맥라우드 형제의 디즈니, 드림웍스를 사로잡은, 장르를 뛰어넘는 창작 기법. 『당장 써!』는 세상의 모든 창작자에게 가장 기본이 되는 글쓰기 원칙을 제시하는 간단명료하고 확실한 책이다. 기존의 수많은 작법서가 제시하는 방대한 창작 이론에 질려 글을 써보기도 전에 포기하는 사람들에게 프로 작가들이 일순위로 손꼽는 창작의 원칙은 ‘모든 것을 제쳐두고 당장 쓰라’는 것이다. 그러나 그 당장 쓰는 것이 가장 어렵다. 천재들이 남긴 작품들을 보면 내 글은 쓰레기처럼 보여 쓰고자 했던 욕구마저 사라진다. 대문호 헤밍웨이가 “모든 초고는 쓰레기다”라고 말했다고 해도 내 작품은 처음부터 근사했으면 하는 소망을 누구나 가지고 있기 때문이다.",1,국내도서-예술
