순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
58,9788970129822,59382266,파친코 2,"13,050원",720원,이민진/이미정,문학사상,"어디에도 속하지 못했던 자이니치들의 도전과 생존의 역사 『파친코』 ‘역사가 우리를 망쳐 놨지만 그래도 상관없다.’ 이 강렬한 문장으로 시작되는 소설 『파친코』는 내국인이면서 끝내 이방인일 수밖에 없었던 자이니치(재일동포)들의 처절한 생애를 깊이 있는 필체로 담아낸, 작가 이민진의 혼이 담긴 수작이다. 한국계 1.5세인 미국 작가 이민진이 자이니치, 즉 재일동포의 존재를 처음 접한 것은 대학생이었던 1989년, 일본에서 자이니치들을 만났던 개신교 선교사의 강연을 들은 것이 계기가 되었다. 상승 욕구가 강한 재미동포들과 달리 많은 자이니치들이 일본의 사회적, 경제적 사다리 아래쪽에서 신음하고 있다는 사실을 알게 된 이민진은 그때부터 자이니치에 관해 관심을 가지게 되었다. 일본에서 직접 만난 자이니치들의 복잡하고도 광활한 인생에 겸허해진 이민진은 그때까지 써온 원고를 모두 버리고 책을 다시 쓰기 시작했다.",2,국내도서-소설/시/희곡
59,9788937437564,61933303,참을 수 없는 존재의 가벼움,"13,500원",750원,밀란 쿤데라/이재룡,민음사,"“그들은 서로 사랑했는데도 상대방에게 하나의 지옥을 선사했다.” 국내 출간 30주년 및 국내 총 판매량 100만부 달성 기념 리뉴얼 단행본 출간 매해 노벨 문학상 후보 목록에 오르는 작가인 동시에 인터뷰나 대외 활동을 자제하고 은둔을 자처하는 작가. 체코 출신으로 ‘프라하의 봄’을 직접 경험하고 집필 및 판매 금지 등 정치적 박해를 피해 프랑스로 망명한 작가. 현재에서 멀지 않은 20세기 작가이지만 이미 살아 있는 신화가 된 작가. 밀란 쿤데라에 대한 한국인의 사랑은 특별하다. 대표작 『참을 수 없는 존재의 가벼움』의 국내 총 판매량 100만 부에 달하며, 민음사에서는 밀란 쿤데라 전집(총 15권)을 출간하기도 했다. 쿤데라를 사랑하는 독자는 광고인 박웅현, 피아니스트 김대진, 화가 황주리, 소설가 김영하, 김연수 등 각계각층에서 다양하다. 특히 지난 2016년에는 네이버 ‘지식인의 서재’ 선정 ‘우리 시대 지식인이 사랑한 책’ TOP10에 들기도 했다.",1,국내도서-소설/시/희곡
60,9788970129815,59382261,파친코 1,"13,050원",720원,이민진/이미정,문학사상,"어디에도 속하지 못했던 자이니치들의 도전과 생존의 역사 『파친코』 ‘역사가 우리를 망쳐놨지만 그래도 상관없다.’ 이 강렬한 문장으로 시작되는 소설 『파친코』는 내국인이면서 끝내 이방인일 수밖에 없었던 자이니치(재일동포)들의 처절한 생애를 깊이 있는 필체로 담아낸, 작가 이민진의 혼이 담긴 수작이다. 한국계 1.5세인 미국 작가 이민진이 자이니치, 즉 재일동포의 존재를 처음 접한 것은 대학생이었던 1989년, 일본에서 자이니치들을 만났던 개신교 선교사의 강연을 들은 것이 계기가 되었다. 상승 욕구가 강한 재미동포들과 달리 많은 자이니치들이 일본의 사회적, 경제적 사다리 아래쪽에서 신음하고 있다는 사실을 알게 된 이민진은 그때부터 자이니치에 관해 관심을 가지게 되었다. 일본에서 직접 만난 자이니치들의 복잡하고도 광활한 인생에 겸허해진 이민진은 그때까지 써온 원고를 모두 버리고 책을 다시 쓰기 시작했다.",2,국내도서-소설/시/희곡
61,9788959139309,18182099,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,"14,220원",790원,김용택,위즈덤하우스,"필사 대신, 손으로 읽고 마음으로 새기는 감성치유 라이팅북 김용택 시인이 권하는 따라 쓰기 좋은 시 101 특별함을 담은 예스24 한정 리커버 ‘섬진강 시인’이란 별칭으로 잘 알려진 시인 김용택. 2001년 사람들이 주목하지 않았던 문학 장르인 시를 엮어 『시가 내게로 왔다』를 소개하며 대중에게 시가 좀 더 친숙해지는 계기를 만들었다. 그런 그가 이번에는 여러 문인의 시를 직접 읽고 따라 써보며 ‘독자들도 꼭 한번은 따라 써보길 바라는 마음’으로 101편의 시를 엄선했다. 이 책 『어쩌면 별들이 너의 슬픔을 가져갈지도 몰라』에는 김소월, 이육사, 윤동주, 백석 같이 교과서에서 접해 친근한 작가의 작품은 물론, 김혜순, 이성복, 신경림 등 한 시대를 풍미한 문인의 시, 폴 엘뤼아르, 프리드리히 니체, 요한 괴테 등 외국 작가의 메시지까지 다양하게 수록하였고, 독자들이 사랑하는 김용택 시인의 시 10편도 함께 소개했다.",1,국내도서-소설/시/희곡
62,9788997962129,9159388,망원동 브라더스,"11,700원",650원,김호연,나무옆의자,"세상은 온통 웃기고 슬픈데, 망원동 8평 옥탑방만이 처절하게 유쾌하다! 연체된 인생들, 찌질한 네 남자가 코딱지만 한 망원동 옥탑방에서 기묘한 동거를 시작한다. 대책 없는 포 트러블 브라더스가 뒤죽박죽 뒤엉켜 펼치는 고군분투 인생 재기 프로젝트. 오갈 데 없는 루저들, 언제 파산할지도 모르지만 대책 없이 느긋하기만 한 인생들, 하지만 그들 사전에 포기란 없다. 망원동 옥탑방의 네 남자는 두 계절 동안 8평 좁은 공간에서 지지고 볶으며 좌절과 재기, 격려와 배신, 여행과 추억, 사랑과 우정을 나눈다. 그들은 각자의 방식으로 나름 자기 몫의 삶을 꾸려가며 재기를 꿈꾼다. 제9회 세계문학상 우수상을 수상한 『망원동 브라더스』는 심사평처럼 우리 시대 남자라면 모두가 공감하는 세대별 고민이 망라되어 있다. 하지만 전혀 무겁지 않고 가볍고 유쾌하다. 배꼽 빠지게 웃으며 읽다 보면 어느새 혼자가 아니라는 따뜻한 위안이 찾아온다.",1,국내도서-소설/시/희곡
63,9788937443848,4827613,이방인,"9,000원",500원,알베르 까뮈/김화영,민음사,20세기의 지성이자 실존주의 문학의 대표 작가 알베르 카뮈. 현실에서 소외되어 이방인으로 살아가는 현대인의 초상을 그리다. 낯선 인물과 독창적인 형식으로 현대 프랑스 문단에 '이방인'처럼 나타난 소설. 젊은 무명 작가였던 알베르 카뮈에게 세계적 명성을 안겨준 이 작품은 현실에서 소외되어 이방인으로 살아가는 현대인이 죽음을 앞두고 비로소 마주하는 실존의 체험을 강렬하게 그린다.,1,국내도서-소설/시/희곡
64,9788937442339,104739081,마음의 심연,"11,700원",650원,프랑수아즈 사강/김남주,민음사,"프랑스 현대 문학의 아이콘 프랑수아즈 사강 미발표 유작 국내 최초 번역! 사강의 아들 드니 웨스토프가 직접 찾아 엮어 낸 사강의 마지막 작품 서랍 깊숙한 곳에서 나온 사강의 미발표 소설. 종이는 삭고 글씨는 바랐지만 사강의 감성과 문체, 풍자와 유머가 그 어떤 작품보다 생생하게 빛을 발하는 작품. -《파리지엔》 부주의하고 바로크적이며 비상하여 너무나 ‘사강’스럽다. -드니 웨스토프 표면적으로는 점잖은 듯 보이는 부르주아적 배경에서 펼쳐지는 이 소설은 책장을 넘길수록 통념을 뒤엎고 위험할 정도로 매혹적이다. -《리브르 에브도》 프랑스 현대 문학의 아이콘 프랑수아즈 사강의 미발표 유작 『마음의 심연』이 국내 초역으로 민음사에서 출간되었다. 사강은 열아홉에 발표한『슬픔이여 안녕』, 대표작『브람스를 좋아하세요...』등 사랑을 앞에 둔 남녀 간의 미묘한 심리를 그려 낸 작품들로 프랑스 문단의 총아로 떠올랐다.",1,국내도서-소설/시/희곡
65,9788954619578,8150462,당신의 이름을 지어다가 며칠은 먹었다,"9,000원",500원,박준,문학동네,"2008년 ‘젊은 시의 언어적 감수성과 현실적 확산 능력을 함께 갖췄다’는 평을 받으며 『실천문학』으로 등단한 박준 시인의 첫 시집이 출간되었다. 시인은 당시 한 인터뷰에서 “촌스럽더라도 작고 소외된 것을 이야기하는 시인이 되고 싶어요. 엄숙주의에서 해방된 세대의 가능성은 시에서도 무한하다고 봐요”라 말한 바 있다. 그렇게 ‘작고 소외된’ 것들에 끝없이 관심을 두고 탐구해온 지난 4년, 이제 막 삼십대에 접어든 이 젊은 시인의 성장이 궁금하다. 모름지기 성장이란 삶의 근원적인 슬픔을 깨닫는 것일 터, 이번 시집에 이 세계를 받아들이고 살아간다는 것, 그리고 그 안에서 마주하는 죽음의 순간들에 대한 사유가 짙은 것은, 박준 시인의 깊어져가는 세계를 증거할 것이다.",1,국내도서-소설/시/희곡
66,9791163161653,101505224,삼개주막 기담회,"13,500원",750원,오윤희,고즈넉이엔티,"어디서도 들어본 적 없는 어디선가 들은 것도 같은 기묘하고도 섬뜩한 이야기가 찾아온다! 한국 전통 스릴러 기담소설 『삼개주막 기담회』 소름 끼치도록 생생한 스토리와 한순간에 뒤집히는 충격적인 반전 그리고 그 속에서 배어 나오는 삶의 이치까지 마포나루 어귀 삼개주막, 그곳에서 들려주는 한없이 끔찍하고 기이한 이야기들 들려주는 자도, 듣는 자도 믿기지 않는",1,국내도서-소설/시/희곡
67,9788998274412,78860364,루팡의 딸,"13,500원",750원,요코제키 다이/최재호,북플라자,도둑 집안의 대부가 변사체로 발견되었다! 도둑 집안의 대부 이와오에게는 하나코라는 손녀딸이 있다. 하나코는 자신의 신분을 숨긴 채 경찰 집안의 장남 카즈마와 사귀고 있다. 그러던 어느 날 이와오가 괴한에 의해 피살되는 일이 발생하는데….,1,국내도서-소설/시/희곡
68,9788937434488,44499829,노르웨이의 숲,"13,500원",750원,무라카미 하루키/양억관,민음사,"“나를 언제까지나 잊지 마, 내가 여기 있었다는 걸 기억해 줘.” 하루키 월드의 빛나는 다이아몬드 무라카미 하루키를 만나기 위해 가장 먼저 읽어야 할 책! 페이지를 처음 펼치는 오늘의 젊음들에게, 그리고 오랜 기억 속에 책의 한 구절을 간직하고 있는 어제의 젊음들에게, 한결같은 울림으로 예민하고 섬세한 청춘의 감성을 전하며 영원한 필독서로 사랑받고 있는 무라카미 하루키의 대표작 『노르웨이의 숲』. 1989년 『상실의 시대』라는 제명으로 처음 출간된 이래 우리 출판 사상 최장기 베스트셀러를 기록하며 하나의 사건으로 남은 소설, 『노르웨이의 숲』이 민음사 세계문학전집에 이어 단행본으로 출간되었다.",1,국내도서-소설/시/희곡
69,9788931004069,319647,이반 데니소비치의 하루,"7,200원",400원,알렉산드르 이자에비치 솔제니친,문예출판사,,1,국내도서-소설/시/희곡
70,9791191253382,104691889,영혼 통행증,"13,320원",740원,미야베 미유키/김소연,북스피어,"죽은 사람의 혼이 모여든다는 영혼 마을에서 기이한 모습의 남자 손님과 여자 귀신이 찾아왔다 작가 미야베 미유키의 ‘라이프워크(필생의 작업)’인 미시마야 시리즈. 죽은 사람의 영혼이 저세상에서 돌아온다는 절기인 우란분에 뜻밖의 손님이 여관을 찾는다. 마르다 못해 뼈와 가죽만 남은 듯한 몸에 얼굴과 팔다리 구석구석까지 볕에 그을린 남자는, 좁고 더러워도 좋으니 다른 손님들이 지나다니지 않는 구석진 방을 내달라고 요청한다. 이를 수상히 여긴 여관 주인이 여행 통행증을 요구하자 붉은 밀랍으로 봉한 기묘한 문서 한 통을 내민다. 남자는 이 문서가, 저세상으로 가지 못하고 기억을 잃은 채 영혼마을로 모여드는 혼의 기억을 되찾아 주고 무사히 귀천하도록 인도하는 역할의 뱃사람이 지닌 ‘영혼 통행증’이라고 주장하는데. 한편 손님이 머문 그날부터 여관집 아들과 안주인에게는, 흐트러진 긴 머리카락을 풀어헤친 모습으로 천장에 거꾸로 매달려 있는 여자 귀신이 보인다.",1,국내도서-소설/시/희곡
71,9788954678407,99018415,2021 제12회 젊은작가상 수상작품집,"12,600원",700원,전하영/김멜라/김혜진/박서련/서이제/한정현/김지연,문학동네,"“누구도 아닌 자기 자신이 되려고 하는 문학적 의욕” 그 열망을 감지하게 하는 일곱 편의 강렬하고 신선한 성취 한국문학과 독자를 잇는 단단한 가교 역할을 하며 지금의 한국문학장을 생기롭게 만드는 젊은작가상이 올해로 12회를 맞았다. 각자의 자리에서 치열하게 작품을 써내고 있는 등단 십 년 이하의 작가들을 격려하고 독자에게는 무한한 가능성을 간직한 소설의 씨앗을 전달하는 매개가 되기 위해 제정된 젊은작가상은 지난해까지 모두 마흔일곱 명에 이르는 새로운 얼굴들을 소개하며 그 씨앗이 풍성한 열매를 맺는 과정 또한 독자와 함께해왔다. 해를 거듭할수록 젊은작가상을 향한 관심과 응원이 뜨거워지는 만큼 상이 지닌 무게를 깊이 헤아리게 되는 올해, 젊은작가상에 이름을 올린 수상 작가는 전하영 김멜라 김지연 김혜진 박서련 서이제 한정현이다.",1,국내도서-소설/시/희곡
72,9788932917207,18757278,앵무새 죽이기,"14,220원",790원,하퍼 리/김욱동,열린책들,"40개 국어로 번역, 전 세계 4천만 부 이상의 판매고를 올린 『앵무새 죽이기』 열린책들에서 새롭게 출간 성경 다음으로 가장 영향력 있는 책 1위, 미국 작가 하퍼 리의 『앵무새 죽이기』가 번역을 다듬고 새로운 디자인으로 2015년 열린책들에서 출간되었다. 하퍼 리의 『앵무새 죽이기』는 1960년 출간 직후 미국 전역에서 선풍적인 인기를 끌면서 그 이듬해 하퍼 리에게 퓰리처상의 영예를 안겨 준 작품이다. 지금까지 40개 국어로 번역되어 4천만 부 이상의 판매고를 기록했으며, 현재까지도 미국에서는 매년 1백만 부 이상씩 팔리고 있는 스테디 베스트셀러다. 1991년에는 미국 국회 도서관 선정 [성경 다음으로 가장 영향력 있는 책] 1위, 1998년에는 미국 『라이브러리 저널』 선정 [20세기 가장 영향력 있는 소설] 1위, 2008년에는 영국 [플레이닷컴] 선정 [영국인들이 꼽은 역사상 최고의 소설] 1위 등 추천 도서 목록의 1위 자리를 차지한 작품이다.",1,국내도서-소설/시/희곡
73,9788937460470,204300,호밀밭의 파수꾼,"7,200원",400원,제롬 데이비드 샐린저/공경희,민음사,"전 세계의 청소년과 대학생들의 마음을 사로잡고 있으며 지금도 매년 30만 부가 팔리고 있는 미국 현대문학의 정수 『호밀밭의 파수꾼』이 출간 50주년을 맞아 재출간 되었다. 영화계는 물론 사이먼과 가펑클, 그린데이, 오프스프링, 빌리 조엘 등 수많은 뮤지션들을 콜필드 신드롬에 빠지게 한 현대문학의 고전. 이 책에서는 주인공 홀든 콜필드가 학교에서 또 한...",1,국내도서-소설/시/희곡
74,9788936434540,103102524,피프티 피플,"12,600원",700원,정세랑,창비,『피프티 피플』 10만부 판매 기념 전면개정판 출간! 50명의 손을 하나하나 맞잡는 올곧고 따스한 시선 정멜멜 작가의 사진으로 새롭게 만나는 친환경 에디션 10만 독자를 사로잡은 스테디셀러 『피프티 피플』을 새로운 장정으로 선보인다. 『피프티 피플』이 출간됐던 2016년은 정세랑이 작가로서 분기점을 맞은 시기인지도 모른다. 그는 이 작품을 기점으로 소설 속 세상에 사회문제를 적극적으로 반영하기 시작했다고 말해도 과언이 아닐 것이다. 이토록 기념비적인 작품을 지금의 감수성에 걸맞도록 작가가 일일이 문장 표현을 다듬었고 출간 이후 달라진 의료 정보 등을 손보아 전보다 한층 섬세해지고 정확해졌다. 이번 개정판은 또한 현재 가장 주목받는 사진작가 정멜멜의 사진으로 표지를 디자인하여 더욱더 눈길을 끈다. 소설 속 50명의 다양한 등장인물처럼 저마다 다른 색깔을 가진 공을 활용한 표지사진은 각자 존재하되 결국에는 하나의 커다란 그림 안에 속한 우리들의 모습을 닮아 있다.,1,국내도서-소설/시/희곡
75,9788998274931,53802600,봉제인형 살인사건,"13,500원",750원,다니엘 콜/유혜인,북플라자,"영국 아마존 베스트셀러 2016년 런던 도서전 최고의 화제작 영국, 미국, 일본, 독일, 러시아 등 주요 선진국 포함 32개국 번역 출간 영국TV 드라마화 제작 확정 2016년 4월 런던 도서전에서 가장 큰 주목을 받은 소설 『봉제인형 살인사건』은 다니엘 콜의 데뷔작으로서 영국, 미국, 독일, 일본을 포함한 32개국에서 출간되었고, 치열한 경쟁 끝에 『데렐 가족』을 히트시킨 ITV社가 TV판권을 획득했다. 『봉제인형 살인사건』은 생동감 있는 묘사, 입체적인 캐릭터, 치밀하고 절묘한 플롯, 반전의 반전을 거듭하는 긴장감 넘치는 구성으로 첫 문장에서부터 마지막 문장까지 단숨에 읽게 만드는 흡입력을 가지고 있다. 추리스릴러 소설의 대가의 반열에 오른 레이첼 애보트나 M. J. 알리지 같은 작가들도 다니엘 콜의 등단을 새로운 천재 작가의 탄생이라며 치켜세웠다.",1,국내도서-소설/시/희곡
76,9791188862290,76106687,지구에서 한아뿐,"11,700원",650원,정세랑,난다,"창비장편소설상, 한국일보문학상 수상 작가 정세랑의 두번째 장편소설로 외계인 경민과 지구인 한아의 아주 희귀한 종류의 사랑 이야기를 그렸다. 2012년 출간 후 아쉽게 절판되어 중고책이 고가에 거래될 정도로 애독자들의 큰 사랑을 받은 이야기를 난다에서 개정판으로 재출간한다. 이야기 곳곳의 내용과 문장을 세심하게 다듬고 표지는 채지민 화가의 그림으로 새로운 옷을 입혔다. 활달하고 재치 있는 문체, 눈물이 왈칵 쏟아질 듯한 다정함이 특징인 정세랑 월드에 초대된 독자들은 무방비로 건네는 그의 진심에 속수무책으로 사로잡히고 말 것이다. 칫솔에 근사할 정도로 적당량의 치약을 묻혀 건네는 모습에 감동하는 한아는 저탄소생활을 몸소 실천하는 의류 리폼 디자이너다. 그녀는 ‘환생’이라는 작은 옷 수선집을 운영하며 누군가의 이야기와 시간이 담긴 옷에 작은 새로움을 더해주곤 한다. 한아에게는 스무 살 때부터 좋아한, 만난 지 11년 된 남자친구 경민이 있다.",1,국내도서-소설/시/희곡
77,9791138502238,105162966,시한부 엑스트라의 시간 세트,"46,800원","2,600원",자은향,연담,"레오폴드 백작가의 어중간한 둘째, 카리나는 가문의 후계자도, 귀여움을 받는 쌍둥이 막냇동생도 되지 못한 채 평생 다른 사람들에게 가려진 삶을 살아왔다. 어느 날, 자신에게 남은 시간이 고작 1년뿐이라는 것을 알게 된 그녀는 교류도 없던 약혼자, 밀라이언 공작을 무작정 찾아가고. “단도직입적으로 말하자면, 여기서 1년간 지내고 싶어요.” “……미쳤나, 영애?” “대신 파혼해 드릴게요.” 그렇게 파혼을 조건으로 공작저에 머물게 된 카리나. 그저 가장 멀고, 조용한 곳에서 쉬고 싶은 마음뿐이었건만 온전히 자신을 바라봐 주는 밀라이언에게 흔들리기 시작하는데. “……내게 조금만 잘해 줘요.” “무슨 소리지?” “너무 많이 잘해 주면 서로 헤어질 때 힘들잖아요. 그러니까 서로에게 조금만 잘해 주자고요.",3,국내도서-소설/시/희곡
78,9788954623292,11935757,식물들의 사생활,"11,700원",650원,이승우,문학동네,"문학동네 한국문학전집 007 이승우 장편소설 식물들의 사생활 이승우는 심오한 주제를 다루면서도 인물의 내면에 대한 정밀한 묘사와 유려한 문체, 풍성한 서사로 그 관념성조차 이야기 속에 자연스럽게 녹여내는 작가이다. 문학동네 한국문학전집 제7권인 그의 장편소설 『식물들의 사생활』(2000)은 한 가족 안에서 벌어지는 좌절된 사랑의 고통을 식물적 교감으로 승화해가는 과정을 처절하고도 아름답게 풀어낸 작품이다. 두 다리를 잃은 형, 형의 애인을 사랑하는 동생, 불구가 된 아들을 업고 사창가를 헤매는 어머니, 어머니의 마음을 평생 동안 지배한 한 남자, 그런 어머니를 그저 바라볼 뿐인 아버지 등 『식물들의 사생활』은 이루어지지 못한 사랑의 관계로 가득 차 있다. ‘식물’은 동물성의 욕망을 초월하는 지점이며 좌절된 욕망이 승화되는 지점이다. 자신 안에 가득한 동물성의 욕망을 아프게 들여다보는 이들에게 사랑이란 욕망과 한 몸인 절망의 근원이 아닐 수 없다.",1,국내도서-소설/시/희곡
79,9788937462672,4827619,페스트,"12,600원",700원,알베르 까뮈/김화영,민음사,"위험이 도사리는 폐쇄된 도시, 극한의 절망과 마주하는 다양한 인간 군상. 페스트라는 비극의 소용돌이 속에서도 현실을 직시하며 의연히 운명과 대결하는 인간의 모습을 다룬 걸작. 카뮈는 이 작품에서 공포와 죽음, 이별의 아픔 등 인간이 경험하게 되는 극한의 고통과 절망을 그려낸다.",1,국내도서-소설/시/희곡
80,9788983927637,82936607,해리포터와 마법사의 돌 2,"8,100원",450원,J.K. 롤링/강동혁,문학수첩,"해리 포터 세대의, 해리 포터 세대를 위한, 해리 포터 세대에 의한 새 번역! ‘21세기 대표 아이콘’에 걸맞은 완성도 높은 작품으로 재탄생하다! 1997년 영국에서 출간된 이래 『해리 포터』 시리즈는 지금까지 200개국 이상 80개의 언어로 번역되고 출간되어 5억 부 이상을 판매했다. 국내에서도 1999년 『해리 포터와 마법사의 돌』의 출간을 필두로 지금까지(2019년 9월 기준) 약 1,500만 부가 판매되었으며, 현재에도 독자들에게 변함없는 사랑을 받고 있다. 이 시리즈는 여덟 편의 영화로도 제작되어 전 세계 곳곳에서 흥행을 거두었고, 영화와 관련된 새로운 도서가 출간되고 테마 파크가 조성되는 등 놀라운 기현상을 빚어냈다. 뿐만 아니라 『해리 포터』 시리즈에서 또 다른 작품들이 문화상품으로 파생되어 지금도 꾸준히 독자들을 만나고 있다. ‘해리 포터’의 다음 세대인 자녀들의 이야기를 다룬 『해리 포터와 저주 받은 아이』는 시나리오로 출간된 이후 연극으로 만들어져 영국을 시작으로 미국, 호주, 독일, 캐나다 등 세계 곳곳에서 열띤 호응을 얻으며 공연 중이고, 『해리 포터』의 세계관이 확장된 『신비한 동물 사전』 시리즈는 계속해서 영화로 제작되고 있다. 이제 『해리 포터』는 소설이라는 단순한 문학 장르에 머무르지 않고 ‘21세기를 대표하는 시대의 아이콘’으로 불리며 일종의 사회문화 현상으로 받아들여지고 있다. 20주년을 맞아 새롭게 출간한 『해리 포터』 시리즈는 ‘21세기 고전’이라 불릴 만한 품격에 맞춰 작품의 완성도를 높였다. 7권 『해리 포터와 죽음의 성물』로 완간된 기존의 『해리 포터』 시리즈는 빈틈없는 소설적 구성과 생생한 캐릭터 그리고 마법 세계를 정교하게 묘사하며 풍부한 상상력이 돋보이면서도 정밀한 세계관을 구축해 나갔다. 하지만 지금까지 출간된 책들은 J.K. 롤링이 펼쳐 나가는 판타지 세계의 규모가 어느 정도이며 그 속에 어떠한 소설적 장치를 심어 놓았는지 알 수 없는 상태에서 번역 작업이 이루어졌다. 또한 1~7편 모두 완결성을 갖추었지만, 시리즈의 특성상 편과 편을 이어 주며 작품 전체를 관통하는 서사의 개연성과 완결성은 마지막 편이 출간된 이후에나 파악할 수밖에 없었다. 그러다 보니 작가가 어느 장면에 복선을 깔아 두었고, 어느 장면이 작가가 창조한 세계관을 이해하는 중요한 역할을 하는지 의미를 파악하며 번역하기에는 한계가 있었다. 이번에 선보이는 『해리 포터』 시리즈에는 J.K. 롤링이 작품 속에 이룩해놓은 문학적 성취가 완벽하게 구현되어 있다. 복선과 반전을 선사하는 문학적 장치들을 보다 정교하고 세련되게 다듬었으며, 인물들 사이의 관계나 그들의 숨겨진 비밀 그리고 성격이 도드라지는 말투의 미세한 뉘앙스까지 점검했다. 『해리 포터』의 세계에 처음 발을 들여놓는 독자는 물론, 그동안 『해리 포터』의 세계를 즐겨 찾아왔던 독자 모두에게 완성도 높은 만족과 감동을 선사할 것이다.",1,국내도서-소설/시/희곡
