순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
60,9791167550118,104743313,채용이 바뀐다 교육이 바뀐다,"17,100원",190원,교육의봄,우리학교,"‘교육의봄’이 국내 최초로 규명한 대한민국 기업 채용 현황 “[SKY 캐슬]은 이미 무너지고 있다.” 재단법인 교육의봄이 기업의 채용 현황을 담은 신간 『채용이 바뀐다 교육이 바뀐다』를 출간했다. 교육단체가 기업 채용의 현황에 대한 책을 내다니 뜻밖이라고 의아해할 수도 있겠지만, 이 책은 교육에 대한 깊고 오래된 문제의식에서 빚어진 결과이다. 대한민국에서 입시 교육과 사교육 투자는 좋은 기업에 취업하기 위한 학벌 경쟁의 필수 전략이었다. 그런데 언젠가부터 기업에서 “신입 사원이 스펙은 화려한데 협업 능력이나 일머리가 부족하다.”는 이야기가 심심치 않게 흘러나왔다. 블라인드 채용이 도입되었다는 뉴스도 간간이 들려왔다. 그러나 이런 이야기들은 에피소드 중심이었고 부분적인 변화인지 전면적인 흐름인지도 알 수 없었다. 학벌 중심의 채용이 여전하다면 학부모들은 입시 경쟁의 불안에서 벗어나기 어려운 것이 현실이다.",1,국내도서-사회 정치
61,9791164251049,104106676,"같이 읽자, 교육법!","22,500원","1,250원",정성식,에듀니티,"시키니까 그냥 하라고요? 그런 ‘법’이 어디 있나요? 학교 교육을 둘러싼 부조리하고 불편한 관행들… 법으로 따지고, 법대로 하고, 법을 바꾸자! 실천교육교사모임을 설립하고 6년간 회장을 역임하며 대한민국 교사들의 목소리를 대변해온 정성식 교사가 그간의 분투기를 ‘교육법’이라는 큰 줄기로 엮어낸 책이 ㈜에듀니티에서 출간되었다. 교사가 법을 다툴 일이 무엇이 있기에 법을 같이 읽자고 하는 것일까? 사실 교사의 업무 가운데 법과 관련되지 않은 일은 거의 없다. 교사의 일은 교육만이 아니다. 각종 연수, 교과과정 구상, 감사 자료 준비, 민원 대응 등등…. 정부와 국회의 각종 요구도 쏟아진다. 교사들은 수업 외 업무가 과도하다며 고통을 호소하면서도 꾸역꾸역 해낸다. 교사들은 자신이 하고 있는 일들의 법적 근거에 대해 얼마나 알고 있는 걸까? 이 책과 함께 교사의 법적 지위와 업무의 범위부터 하나하나 따져보자.",1,국내도서-사회 정치
62,9791191716030,104102745,지속 불가능 자본주의,"14,400원",800원,사이토 고헤이/김영현,다다서재,"『지속 불가능 자본주의: 기후 위기 시대의 자본론』은 도이처 기념상을 역대 최연소로 수상한 마르크스주의 철학자 사이토 고헤이의 현대 사회 위기 진단 및 해법을 담은 책이다. 저자는 기후 변화와 경제 격차 등 전 지구적 위기의 원인이 바로 ‘자본주의’라고 진단한다. 마르크스가 만년에 열중했으나 『자본』에 미처 담지 못했던 생태학과 공동체 연구 자료를 바탕으로 마르크스의 궁극적 도달점 ‘탈성장 코뮤니즘’을 자본주의의 대안으로 제시하며, 세계 각지에서 시도되고 있는 실현 가능한 제도적, 사회적 실천 방안을 구체적으로 소개한다.",1,국내도서-사회 정치
63,9791135459757,89400268,혼돈의 시대 리더의 탄생,"24,120원","1,340원",도리스 컨스 굿윈/강주헌,커넥팅(Connecting),"굿윈의 책은 항상 시의적절한 시기에 나타난다. _보스턴 글로브 퓰리처상, 앤드루 카네기 메달, 링컨상을 받은 역사학자이자 정치평론가 도리스 컨스 굿윈의 역작! 리더는 타고나는가, 아니면 만들어지는가? 시대가 리더를 만드는가, 아니면 리더가 시대를 만드는가? 도리스 컨스 굿윈이 반세기 동안 혼신의 힘을 다해 연구한 리더들의 모든 것을 담은 책! 경영학과 학생들은 나에게 “어떤 역사적 인물과 점심 식사를 함께하고 싶습니까?”라고 묻는다. 도리스 컨스 굿윈은 우리에게 훌륭한 교훈을 주는 4명의 리더와 함께하는 멋진 연회를 준비해 주었다. 의자를 앞으로 당겨 앉아라! _워런 버핏 분열과 혼돈의 시대다. 기술이 발전하면서 우리는 초연결 사회에 살게 되었다. 급속도로 변화하고 있는 지금, 세상은 혼란스럽다. 뛰어난 위기관리 및 의사결정 능력을 지닌 리더가 필요해진 것이다. 전 세계는 점점 더 탁월한 리더를 절실히 원하고 있다.",1,국내도서-사회 정치
64,9788954637756,20536907,개인주의자 선언,"12,150원",400원,문유석,문학동네,"『판사유감』을 통해 현직 판사로서 법과 사람 그리고 정의에 대해서 이야기했던 저자가 이번에는 대한민국 사회의 불편한 진실을 이야기한다. 판사 문유석의 일상유감이라는 부제가 붙은 이 책 『개인주의자 선언』은 소년시절부터 현재까지 저자가 보고 겪었던 사회 문제에 대한 생각들이 담겨 있다. 책과 음악만 잔뜩 쌓아놓고 홀로 살아가고 싶다고 생각하며 개인의 행복을 중요한 가치로 삼는다는 저자는 자신을 개인주의자로 명명한다. 그리고 책은 이러한 개인을 불행하게 만드는 굴레인 한국 사회의 불편한 진실을 주제로 삼는다. 인간은 필연적으로 사회를 이루어 살 수밖에 없고, 그것이 개인의 행복 추구에 필수적임을 이해하는 것. 그렇기에 사회에는 공정한 규칙이 필요하고, 자신의 자유가 일정 부분 제약될 수 있음을 수긍하고, 더 나아가 다른 입장의 사람들과 타협할 줄 알며, 개인의 힘만으로는 바꿀 수 없는 문제를 해결하기 위해 타인들과 연대하는 것.",1,국내도서-사회 정치
65,9788986698824,17357918,엔트로피,"16,200원",810원,제러미 리프킨/이창희,세종연구원,"지구 파괴자가 될 것인가, 지구 파수꾼이 될 것인가! ‘물질이 열역학적 변화를 일으킬 때 변화된 온도를 열량으로 나눈 값으로서, 쓸 수 없게 된 에너지’를 뜻하는 엔트로피는 가용 에너지를 초과하는 상황에 대한 경고를 담고 있는 책이다. 이를 통해서 역사를 진보로 보는 시각을 무너뜨리고, 과학과 기술이 보다 질서 있는 사회를 만들 것이라는 환상을 다시 한 번 생각해보게 해준다. 화석연료에서 석유, 다시 전기에서 태양에너지로....... 우리는 이것을 질서를 향한 인류의 발자취, 과학의 발달이자 진보하는 역사의 과정이라 주장해 왔다. 정말 그럴까? 엔트로피 법칙에 따르면 지구상이건 우주건 어디서든 질서를 창조하기 위해서는 더 큰 무질서를 만들어내야만 한다. 질서를 창조하기 위해 사용된 수많은 에너지는 어떻게 되었을까? 일부는 질서를 창조했을 것이다.",1,국내도서-사회 정치
66,9788901163673,12687530,바른 마음,"26,100원","1,450원",조너선 하이트/왕수민,웅진지식하우스,"경제 위기, 정치적 양극화, 집단 간의 갈등이 더 심해지는 이 시대 모든 중요한 문제들은 모두 옳음과 옳음의 싸움이 될 것이다 인간의 가장 깊은 내면에 숨어 있는 도덕의 강력한 힘을 분석한 단 한 권의 책! 뉴욕타임스, 워싱턴포스트, 월스트리트 저널, BBC, 가디언, 퍼블리셔스 위클리 등 언론들의 격찬한 책 노무현 지지자와 박정희 지지자는 왜 그렇게도 말이 안 통할까? 기초노령연금을 둘러싼 갈등에서 새누리당의 플래카드 카피인 “싸울 시간이 없습니다. 어르신들이 급합니다”가 사람들에게 호소력을 갖는 이유는 무엇일까? 길을 가다 학생이 노인에게 반말하는 모습을 봤을 때 우리가 왜 기분이 나쁠까? 스포츠 경기가 있을 때마다 새벽까지 깨어 대한민국을 응원하고, 우리 팀의 성과를 위해 나의 사생활을 포기하며 일에 몰두할 수 있는 원동력은 무엇일까? 세상에는 다양한 정치적 성향, 종교적 믿음, 사회적 가치들이 존재한다.",1,국내도서-인문
67,9791191533057,104721637,선생님하고 나는 친하니까,"13,500원",750원,권용덕,소소한소통,"“특수교육에는 이런 노력이, 이런 행복이, 이런 삶이 있구나 하고 알게 되면 좋겠어요.” 특수학교, 특수학급, 특수교육지원센터 등을 담당하며 15년 동안 아이들과 함께해 온 권용덕 선생님의 에세이. 장애를 바라보는 사회 인식은 자주 왜곡된다. 대부분의 매체에서 보여주는 장애인과 그 가족 혹은 장애인과 함께하는 사람들의 삶이 슬프고 고달파 보이기 때문이다. 권용덕 선생님과 아이들이 함께하는 학교생활은 환장하게 재밌다. 눈물 나게 빛나고 격하게 흥미롭다. 이 책을 통해 권용덕 선생님이 전하고 싶은 말은 한 가지, 아이들과 함께하는 삶은 정말로 ‘즐겁다’라는 것이다. 장애인 그리고 장애인과 함께하는 이의 삶을 슬프고 고달픈 것으로만 여기지 말아 달라고 외치는 마음으로 특수교육 현장을 꾸밈없이 책에 담았다. 권용덕 선생님의 위트 있고 따뜻하며 단단하고 진중한 시선을 따라가 보자. 페이지를 한 장, 한 장 넘기다 보면 우리 안에 있는 장애를 향한 편견도 곧 깨지지 않을까.",2,국내도서-에세이
68,9791191724028,103614713,유치원 교실놀이 100,"19,800원","1,100원",김연희/양효숙/이경미,교육과실천,"개정 누리과정에 따른 우리 아이들이 놀면서도 성장하고 배울 수 있는 내용과 구성 유아·놀이중심의 현장에서 보여주는 아이들을 위한 최선의 선택 놀이는 한 인간으로서 존엄과 행복을 위해 영유아기에 당연히 누려야 하는 권리이다. 그럼에도 불구하고 언제부터인가 우리 사회에 충분히 놀지 못하는 아이들이 많아졌다. 선행학습 같은 명목, 혹은 보살핌의 부재 등으로 유아들에게 부여된 놀 권리와 자유를 빼앗고 있다. 교육의 아버지 프뢰벨의 말대로 “놀이는 아이들이 자라나는 과정 그 자체”라는 명제 아래 유아교육 현장의 전문가들이 아이들에게 놀이를 되찾아주고자 하는 마음으로 이 책을 세상에 내놓았다.",1,국내도서-사회 정치
69,9788962622713,71034062,파란하늘 빨간지구,"14,400원",800원,조천호,동아시아,"미세먼지와 기상 이변이 일상이 된 시대, 우리는 이런 기후 환경에서 살 수 있을까? 조천호 전 국립기상과학원 원장이 일반인의 눈높이에서 기후변화와 시대의 본질을 설명한다. 정치, 경제, 외교, 안보까지 모든 분야에서 변수가 된 기후변화에 대처하기 위한 인류의 미래에 대한 고민.",1,국내도서-자연과학
70,9788934996903,76101240,어떤 양형 이유,"12,600원",700원,박주영,김영사,"“세상이 평온할수록 법정은 최소한 그만큼 참혹해진다” 판사가 써 내려간 법정 뒷면의 이야기 법원은 세상의 원망과 고통, 절망과 눈물, 죽음과 절규가 모이는 곳이다. 판사는 법정에 선 모든 이의 책망과 옹호를 감당하며 판결문을 써 내려간다. 피도 눈물도, 형용사와 부사도 존재하기 힘든 판결문에는 사건 당사자들의 울분과 고함을 담아낼 자리가 없다. 건조하고 딱딱한 판결문이라는 형식에 미처 담지 못한 수많은 사람의 눈빛과 사연은 저자를 잡고 놓아주지 않았다. 저자는 법정에서 마주친 이들과 폐쇄된 그곳에서 느꼈던 감정을 “풀어놓지 않고서는 견딜 수 없었다”고 고백한다. 『어떤 양형 이유』는 바깥으로 드러나지 않았던 법정의 내면에 관한 이야기다.",1,국내도서-사회 정치
71,9788936478735,102304138,있지만 없는 아이들,"13,500원",750원,은유,창비,"“나는 이들에게서 운명을 마주하는 힘을 배웠다.” 『쓰기의 말들』 『알지 못하는 아이의 죽음』 은유 신작! 있지만 없고 없지만 있는, 미등록 이주아동 이야기 있지만 없는 아이들이 있다. 부모에게 체류자격이 없다는 이유로 국가가 돌보지 않는 아이들, 아무 잘못도 하지 않았는데 법을 어긴 존재가 되어 사람의 눈을 피해 고개를 숙이고 다니는 아이들, 바로 미등록 이주아동이다. 미등록 장기체류 이주아동의 체류자격 부여 제도가 마련되기를 바라는 마음들을 만들어내고자 국가인권위원회가 기획하고 은유 작가가 쓴 『있지만 없는 아이들: 미등록 이주아동 이야기』가 출간되었다. 국내에 2만명 정도 있을 것으로 추산되는 미등록 이주아동들에게 배제와 좌절은 일상이다. 대학 진학이나 미래를 설계하는 것은 물론, 보험 가입이 필요한 수학여행을 가거나 QR 체크인을 하고 식당에서 밥을 먹는 평범한 일상도 고난이 된다.",1,국내도서-사회 정치
72,9788965749899,89386952,우리의 불행은 당연하지 않습니다,"14,850원",820원,김누리,해냄,"우리는 행복할 권리가 있다 JTBC [차이나는 클라스] 김누리 교수 화제의 명강의 과거청산, 복지와 통일의 나라 독일에서 일그러진 우리의 자화상을 보다 중앙대 독문학과 교수이자 독일유럽연구센터 소장인 김누리 교수가 ‘이상한 나라’ 대한민국의 불편한 진실을 파헤친『우리의 불행은 당연하지 않습니다』가 출간되었다. 주요 포털사이트 실시간 검색어에 오르며 폭발적인 반응을 일으킨 JTBC [차이나는 클라스]의 ‘독일 2부작’ 강연부터 인기 팟캐스트 정영진, 최욱의 [매불쇼] 강력 추천 에피소드까지, 많은 이들에게 놀랄 만한 통찰과 충격을 안겨주었던 김누리 교수의 비판적 분석과 전망을 보충 정리하여 이 한 권의 책에 담았다.",1,국내도서-사회 정치
73,9791185992006,14531096,학급긍정훈육법,"15,120원",840원,제인 넬슨/린 로트/스티븐 글렌/김성환,에듀니티,"탁월하고 존경받는 교사들은 친절하면서 단호하다. 학생들을 대할 때 한 인간으로서 인격과 감정에 대해서는 친절하지만, 한 인간이 공동체 구성원으로서 살아가기 위한 약속과 책임에 대해서는 단호하다. 그래서 학생들은 방종이나 거부감, 두려움이 아니라 교사와의 연결에서 오는 유대감을 바탕으로 자신을 가치 있게 여기는 자존감과 자신이 속한 공동체에서 의미 있게 여겨진다는 소속감, 자신과 공동체에 대한 책임감을 키울 수 있다. PDC, 즉 ‘학급긍정훈육법’은 이것을 가능하게 한다. 이 책은 보상과 처벌이 아닌 상호 존중과 배려와 격려로 행복하고 민주적인 교실을 만드는 ‘PDC’ 교육법을 풀어낸 책이다. 1부에서는 ‘친절하며 단호한 교사의 원칙’을 소개한다. 교사가 가르쳐야 할 것, 교사로서 나의 유형, 아이들이 문제를 일으키는 이유, 아이들이 쉽게 변하지 않는 이유 등을 살펴본다. 2부에서는 ‘행복하고 민주적인 교실을 위한 기술’을 소개한다.",1,국내도서-사회 정치
74,9788980406371,2856500,교실 속 갈등상황 100문 101답,"6,300원",350원,우리교육 편,우리교육,『교실 속 갈등상황 100문 101답』은 2003~2006년까지 에 연재하던 내용을 간추려 책으로 펴낸 것으로 일상적으로 벌어지되 판단하기 어려운 상황들을 세 가름으로 구분하여 다루고 있다. 매 장면마다 접근 태도가 다른 두세 교사의 답글을 나란히 배치하여 대처 방식의 관습화를 방지하고 있다. 교육적 대처에 정답이 있을 리는 없고 또한 조급한 성과주의를 경계코자 구체적인 응급처방보다 ‘인내하고 기다려라’는 원칙적 시선을 강조하기도 하고 있다.,1,국내도서-사회 정치
75,9788991799677,6107894,헌법의 풍경,"12,600원",700원,김두식,교양인,"법학 교양서의 대표 도서이자 법률가 지망생들에게 필독서로 꼽히는 헌법의 풍경이 전면 개정증보판으로 돌아왔다. 이번 개정증보판에서 저자의 시선은 여전히 따뜻하고, 지금 여기의 현실을 꿰뚫는 통찰력은 더욱 날카롭다. 우선 지난 7년간 사회적 변화와 개정된 법 조항을 반영하여 내용을 대폭 손질하고 새 원고를 추가했다.",1,국내도서-사회 정치
76,9788997780372,90300493,삶을 위한 수업,"13,500원",750원,마르쿠스 베른센/오연호,오마이북,"존재의 소중함, 창의적인 배움, 민주적인 공동체, 사랑과 자유 ‘삶을 위한 교육’을 실천하는 덴마크 교사 10명을 만나다 행복한 나라의 교사들은 학생들을 어떻게 가르칠까? ‘삶을 위한 수업’은 무엇으로 가능할까? 이 책은 한국특파원으로 활동하며 3년 동안 세 아이를 서울에서 키운 덴마크 저널리스트 마르쿠스 베른센(Markus Bernsen)과 덴마크 행복사회를 분석한 베스트셀러 『우리도 행복할 수 있을까』 오연호 작가의 공동 기획이다. ‘행복한 사회, 행복한 삶’의 출발은 ‘행복한 교육’에 있다는 데 뜻을 같이한 두 사람은 한국의 교사, 학부모들에게 영감을 줄 수 있는 덴마크 교사들을 찾아 나섰다. 영어, 수학, 과학, 사회, 민주주의, 세계시민, 댄스 등 다양한 분야에서 아이들을 가르치는 10명의 교사들은 자신의 수업 철학과 수업 방식을 구체적인 사례를 통해 흥미롭게 들려준다.",2,국내도서-사회 정치
77,9791191724059,104473549,14가지 빛깔의 그림책 수업,"16,200원",900원,그림책사랑교사모임,교육과실천,"그림책과 아이들을 사랑하는 교사들이 보내는 응원 같은 수업 이야기 14가지 수업 방법으로 펼쳐 낸 주제별 활동 수업 이 책은 『그림책 학급운영 1, 2』, 『그림책 토론』, 『그림책 생각놀이』에 이어, 그림책으로 아이들과 소통하는 그림책사랑교사모임 선생님들이 교실에서 실천한 14가지 그림책 수업에 대한 생생한 현장 활동서이다. 동시에 이 책은 일방적으로 가르치는 교육이 아니라 아이들과 소통하며 함께 성장하는 수업을 만들고 싶은, 하지만 새로운 시도가 어렵게 느껴지는 교사들에게 구체적인 방법을 알려 주는 친절한 안내서이다. 『14가지 빛깔의 그림책 수업』에는 그림책 창작, 연극, 미술, 음악 창작, 시와 자서전 쓰기 같은 창작 수업부터 게임과 놀이를 접목한 수업, 아이들 스스로 계획하고 연구하며 문제를 해결하는 과정을 경험하는 수업, 행복을 고민하고 철학하는 수업, 온라인 협력 수업까지, 사각의 교실을 무한 확장하는 14가지 수업 방법이 다채로운 빛깔로 담겨 있다.",1,국내도서-사회 정치
78,9791167780041,103652983,"어스테크, 지구가 허락할 때까지","14,400원",800원,이병한,가디언,“바라는 건 오직 지속 가능한 지구를 만드는 것” 지구를 망치는 하이테크에서 지구를 살리는 딥테크로 전향한 스타트업 CEO 4인의 무해한 도전 평범한 가장이자 안정적인 직장인이었던 사람들이 일생을 던져 지구를 살리는 일에 뛰어들었다. 평생을 열공해서 얻은 과학 지식과 기술력은 지구를 죽이는 일이었다. 나와 가족을 위해서라도 이대로 살 수는 없었다. 어느 날 가진 것을 모두 쏟아내고 아이디어와 가능성 하나로 삶의 대반전을 맞이했다. 이들은 생태계를 보존하고 환경을 살리는 세상을 만들고자 삶의 중심을 바꾸었다. 이 책은 지구를 망치는 하이테크(High Tech)에서 지구를 살리는 딥테크(Deep Tech)로 전향한 스타트업 CEO 4명의 무해한 도전에 관한 이야기다.,1,국내도서-사회 정치
79,9788969151094,103212790,그림책으로 배우는 삶과 죽음,"15,300원",850원,임경희,학교도서관저널,"“죽음은 두려운 존재일 수 있지만 삶이라는 보석을 닦아 주는 수건이라고 생각하게 되었어요. 삶을 더 빛내 주니까요.” _5학년 학생 이야기 초등 교사가 그림책으로 함께 나눈 상실과 애도, 회복에 관한 이야기 죽음을 테마로 한 그림책으로 삶의 의미와 가능성을 모색하고 상실을 어루만지는 초등 교사, 임경희 작가가 그림책으로 죽음교육을 하며 만난 이야기를 따뜻하게 풀어놓았다. 30년 넘게 교단에서 아이들을 마주하며 함께 나눈 죽음 이야기, 웰다잉과 호스피스 관련 교육을 진행한 경험이 깊은 감동을 준다. 죽음을 이야기하는 일이 터부인 사회에서 삶이 유한하다는 사실을 새롭게 인식하고 저마다의 ‘지금, 여기’를 더욱 사랑하게 하는 책이다. 이 책은 죽음과 관련된 17개의 중요 키워드를 깊이 있게 들여다보고 관련 그림책을 우리 일상과 어떻게 연결 지어야 하는지 깊이 들여다본다. 그림책의 주요 장면을 함께 실어 감동을 더했다.",1,국내도서-사회 정치
80,9788957694237,53235044,지방도시 살생부,"12,600원",140원,마강래 저,개마고원,"지방 중소도시, 쇠퇴를 인정해야 살길이 열린다 지역균형발전의 딜레마와 그 해결책 지방도시의 이상: 경북 문경시는 ‘농가소득 2배 늘리기’ ‘전국 최고의 관광스포츠 도시’ ‘아이 키우기 좋은 명품 교육도시’, 전북 김제시는 ‘20만 광역 경제도시’ ‘첨단과학영농도시’ ‘동북아 교통물류 중심도시’, 충남 보령시는 ‘글로벌 보령’ ‘서해안의 경제중심지’로 발돋음하겠다는 계획을 가지고 있다. 이들뿐 아니라 전국의 모든 도시가 다 이런 장밋빛 계획을 펼치고 있는데, 그 ‘도시기본계획’은 인구예측치를 바탕으로 한다. 이런 지방자치단체들의 예측대로라면, 향후 10~20년 안에 우리나라의 인구는 6400만 명가량이어야 한다. 지방도시의 현실: 2040년에 전국 지자체 중 30%는 1995년 대비 인구가 절반으로 떨어져 사실상 기능상실 상태에 빠질 것으로 예측되는데, 그중 절대다수(96%)가 지방 중소도시다.",1,국내도서-사회 정치
