순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
57,9788972915812,17254345,역사란 무엇인가,"10,800원",600원,E.H. 카/김택현,까치(까치글방),"역사란 ‘과거와 현재의 대화’ 또는 ‘과거의 사실과 현재의 역사가의 대화’라는 것은 누구에게든 널리 회자되어온, 역사에 대한 카의 유명한 정의이다. 그러나 그 두 항목 중에서 카가 강조하는 것은 과거 자체 혹은 과거의 사실이 아니라 그것을 가지고 역사담론과 역사지식을 생산하는 ‘현재의 역사가’이다. 이미 지나가버린, 그런 의미에서 스스로 말할 수 없는 과거의 사실들을 대화의 장에 불러들이는 것은 현재의 역사가이기 때문이다. 그러므로 카는, 과거는 현재의 역사가들이 가지고 있는 현실 사회에 대한 문제의식에 따라 구성되며, 과거의 사실들이 어떠했는가보다는 역사지식을 생산하는 역사가가 현재의 사회와 현실에 대해서 어떤 문제의식과 가치관을 가지고 있는지가 더 중요하다고 말한다. 그런데 카는 역사가의 현재에 대한 문제의식과 그의 가치관은 결국 미래에 대한 전망과 연관된다고 주장한다.",1,국내도서-역사
58,9788920040368,101481527,알면 다르게 보이는 일본 문화,"16,200원",900원,이경수/강상규/동아시아 사랑방 포럼,지식의날개(방송대출판문화원),"21세기판 조선통신사 45인의 일본 문화 이야기 조선과 일본 사이를 오가며 문화사절단 역할을 했던 조선통신사. 『알면 다르게 보이는 일본 문화』는 21세기판 조선통신사를 꿈꾸는 ‘동아시아 사랑방 포럼’에서 일본에 대해 공부하고 토론한 내용을 바탕으로 펴낸 일본 문화에 대한 책이다. 일본어와 일본문학, 일본의 역사, 정치, 경제 등 다방면에서 일본을 공부하고 체험해 온 일본 덕후들이 다채로운 사진과 함께 일본 문화를 이야기한다. 특히 저자로 참여한 45인의 한국인과 일본인 포럼 회원들은 편견과 왜곡 없이 다양하고 입체적으로 일본을 볼 수 있게 독자들을 이끌어 준다. 45인의 저자들은 각각 전문 분야는 다르지만 일본을 ‘편견 없이’ 바라보려는 공통점을 지니고 있다. 일본 문화의 여러 단면을 하나로 모아서 보면 일본 문화의 전체적인 특성을 헤아려 볼 수 있다는 점에서 이 책은 집단지성의 틀을 빌리고 있다.",1,국내도서-역사
59,9791160801859,67473536,처음 읽는 중국사,"18,900원","1,050원",전국역사교사모임,휴머니스트,"『처음 읽는 중국사』는 중국 대륙에서 문명이 일어나기 시작한 때부터, 온갖 지혜의 각축장이 되었던 춘추·전국 시대와 거대한 제국을 통일하면서 국가 시스템을 정비한 진, 최고의 문화 수준을 일구었던 수와 당을 살펴보고, 아울러 오랑캐로 치부되었던 유목 민족의 역사도 상세히 살펴보면서 중국사가 한족과 유목 민족이 어울려 만들어 낸 역사임을 보여 주고자 했다. 나아가 공화국을 꿈꾸었던 중화민국과 사회주의의 이상과 현대화를 함께 실현해 온 중화인민공화국까지 현대사를 비중 있게 다루어, 현재의 중국이 어떻게 발전해 왔는지, 그들이 꿈꾸는 미래는 어떤 것인지 함께 고민해 볼 수 있게 서술했다. 중국사를 입체적인 시각에서 일별하고자 하는 독자에게 소중한 첫걸음이 될 것이다.",1,국내도서-역사
60,9788974831745,340773,징비록,"10,710원",590원,류성룡/김흥식,서해문집,"《징비록》의 밑바탕이 된 《서애집》 그 속에서 찾아내 엮은 ‘종군의 기록’ 추가 수록! ‘2014 개정증보판’ 《징비록》은 기존 《징비록》(2003년 출간)의 내용상 오류를 바로잡고 편집을 새롭게 했을 뿐 아니라, 유성룡이 《징비록》을 쓰는 데 밑바탕이 된 글을 모아 ‘유성룡 종군의 기록’이란 이름으로 뒤에 덧붙였다. 그 글은 유성룡의 저작집인 《서애집》에 흩어져 있는 기록들을 옮긴이가 직접 가려 뽑고 요약, 정리한 결과물이다. ‘때에 맞춰 해야 할 일을 분야별로 아뢰는 글’, ‘평양을 수복한 뒤 세자에게 아뢰는 글’, ‘굶주리는 백성의 구원을 진정하는 글’, ‘훈련도감을 설치한 기록’, ‘이순신을 애도하는 시’ 등의 기록을 통해 독자들은 《징비록》과 임진왜란을 보다 입체적으로 이해할 수 있을 것이다.",1,국내도서-역사
61,9791189550370,97965669,처음 읽는 음식의 세계사,"14,400원",800원,미야자키 마사카츠/한세희,탐나는책,"전 세계의 식자재로 요리된 음식은 식탁 위에서 매일 세계사를 재연하고 있다 모든 음식과 재료 속에는 인류의 역사가 담겨 있다. 케첩과 레몬을 곁들인 굴로 만든 오르되브르를 입에 넣는 순간에도 역사 속 여러 장면을 떠올릴 수 있다. 기원전 1세기 로마의 온수지에서 굴을 양식하던 장면이나 굴 요리용 오이스터 포크가 만들어진 이유가 머릿속에 떠오른다. 신대륙에서 온 토마토가 중국이 기원인 발효 소스 케첩과 만나게 되는 과정을 생각할 수도 있고, 인도 북동부가 원산지인 레몬이 유럽에 전해진 경로를 추측해 볼 수도 있다. 오늘날 식탁 위는 전 세계의 식자재가 활약하는 대극장이 되었다. 식탁 위에 올라오는 식재료와 요리는 제각각 맡은 연기를 하며 매일 세계사를 재연하고 있다. 각각의 식자재가 언제, 어떻게 모습을 드러냈는지를 알면 식탁이라는 무대를 통해 인류의 역사를 이해할 수 있을 것이다.",1,국내도서-역사
62,9791130630366,90958166,30개 도시로 읽는 세계사,"15,120원",840원,최미숙/조지무쇼/진노 마사후미,다산초당,"수천 년 세계사의 주요 흐름을 도시 이야기를 통해 한눈에 펼쳐내다! 기원전부터 20세기에 이르기까지 방대한 세계사를 총 30개 도시의 역사를 통해 단순하고 명쾌하게 풀어냈다. ‘도시는 역사가 만든 작품이다’라는 말이 있듯이 세계사는 도시 문명을 중심으로 형성되어 왔다. 그렇기에 세계 주요 도시들이 어떤 역사를 거쳐 지금 모습에 이르렀는지 살펴보는 것은 세계사의 전체 맥락을 이해하기 위한 효율적인 방법이다. 세계 문명을 좌우한 로마, 아테네, 파리는 물론 장안, 앙코르, 교토까지 세계사를 이해하는 데 빼놓을 수 없는 도시들을 폭넓게 다루었고, 각 도시의 전문가들이 꼭 알아야 할 핵심 지식을 엄선하고 감수했다. 세계사 공부를 시작하는 사람, 다시 공부하는 사람 혹은 기초부터 교양을 쌓고 싶은 사람, 시험을 준비하는 사람 모두에게 적절한 안내서가 될 것이다. 더불어 익히 알고 있다고 생각한 도시의 모습이 이전과는 전혀 다르게 다가오는 새로운 재미를 느낄 수 있을 것이다.",1,국내도서-역사
63,9791160800722,45473467,소비의 역사,"22,500원","1,250원",설혜심,휴머니스트,"지금껏 이런 역사는 없었다 익숙한 물건과 공간에서 역사의 퍼즐을 맞추다! ‘소비하는 인간’의 역사 혁명, 전쟁, 노동만이 세상을 바꾸었는가? 너무 일상적이어서 하찮고 자질구레해 보이는 ‘소비’를 통해 역사를 읽으면 무엇이 보일까? 일상의 모든 것을 역사학의 주제로 재탄생시키는 설혜심 교수가 지금껏 어떤 역사가도 주목하지 않았던 ‘소비하는 인간’의 역사를 국내에 처음 선보인다. 익숙한 물건과 공간, 그리고 소비라는 행위를 통해 근대 이후 인간의 역사를 가장 내밀하고 다층적으로 분석하며 ‘사람’과 ‘일상’이 생생하게 드러나는 역사를 맛보게 한다.",1,국내도서-역사
64,9791167820341,104468159,우리 궁궐 이야기,"14,400원",800원,구완회,상상출판,"궁궐 안내판을 쉽고 자세히 설명해주는 대한민국에 하나뿐인 책! 궁궐을 찾으면 가장 먼저 만나게 되는 것은 건물 앞을 지키고 있는 안내판이다. 궁궐 안내판은 정보를 집약적이고 효율적으로 전달하지만, 여전히 어렵고 딱딱하게 느껴진다. 또 법궁, 정전, 행각, 금천, 내전, 외전처럼 알 것 같으면서도 모르겠는 한자어와 옛말이 가득하다. 이런 안내판을 아이와 함께 읽어 보다, 잘 모르는 내용에 당황한 경험이 어느 부모에게나 있을 것이다. 『우리 궁궐 이야기』는 그런 사람을 위한 책이다. 부모가 궁궐 안내판의 내용을 먼저 이해한 후, 아이들에게 쉽고 재미있게 설명할 수 있도록 이끌어준다. 이 책은 단순히 궁궐 여행을 위한 가이드북이 아니다. 궁궐의 과거와 현재를 알아보는 이야기책이며 부모용 역사 참고서라 할 만하다.",1,국내도서-역사
65,9791195776887,104227823,허진모 삼국지 1,"17,100원",950원,허진모/정원제,이로츠,"소설과 역사를 넘나들며 삼국지를 색다르게 읽는 묘미 왜 우리는 장구한 중국 역사에서 100년도 채 되지 않는 삼국시대에 유독 매료되었을까? 이는 ‘소설’ 삼국지의 공이 지대하다. 소설로서 삼국지의 주된 배경은 학문적으로 보면 삼국시대(위, 오, 촉이 공존한 시기는 50년)가 아니라 삼국이 세워지기 전이며, 천하를 얻으려는 숱한 영웅들의 무용담과 지략 싸움이 흥미진진하게 펼쳐진다. 하지만 ‘소설’ 삼국지를 읽었다고 해서 ‘역사’로서의 삼국지, 삼국시대를 아는 것은 아니다. 칠실삼허(七實三虛)의 소설 삼국지가 ‘역사’로 오롯이 스며들기 위해서는 어느 정도의 수고로움이 필요하다. 이 책의 저자는 말한다. “연의(演義)라는 문고리를 당겨 역사(歷史)의 문을 열곤 한다. 그리고 모호(模糊)하기 짝이 없는 사실(史實)의 진(眞)과 허(虛)를 가리는 재미에 오늘도 몸을 던진다.",1,국내도서-역사
66,9788950995133,101891867,제2차 세계대전 인포그래픽,"43,200원","2,400원",장 로페즈/니콜라 오뱅/뱅상 베르나르/니콜라 기유라/김보희,레드리버,"그의 손길을 거치면서 무미건조하고 추상적이었던 경제, 인구, 군사 분야의 자료들이 시각적으로 구현될 수 있었다. 그렇다고 해서 이 책을 대충 봐도 좋을 일종의 그림책으로 봐서는 안 된다. 이것은 분명 하나의 역사책이다. 다만 그 방식을 새롭게 했을 뿐이다. ― 서문 중에서 제2차 세계대전의 역사는 글자 이전에 숫자로 이루어져 있다. 수많은 책이 출간되었지만 이 거대한 숫자의 영역에 집중한 책, 더욱이 그 숫자에서 통찰을 이끌어낸 책은 많지 않았다. 이 책은 현재까지 드러난 모든 숫자를 종합해 한 면에 아름답고, 보기 쉽게 표현해 놓았다. 전쟁사 마니아는 물론 인포그래픽 디자이너에게도 좋은 책이 될 것이다.",1,국내도서-역사
67,9791168120082,103930214,히트의 탄생,"15,300원",850원,유승재,위즈덤하우스,"활명수, 박카스, 진로, 새우깡, 도루코, 모나미…… 인기 있는 브랜드에는 무언가 특별한 이유가 있다 시대의 요구에 응답한 대한민국 브랜드 열전 지금은 확고한 브랜드로 자리 잡은 한국의 대표 제품들은 어떤 역사를 가지고 있을까? 오랫동안 한국인의 사랑을 받으며 명맥을 이어온 브랜드의 역사를 좇다보면, 어렵고 힘든 시절을 버티게 해주거나 불편한 생활을 개선하기 위해 만들어 낸 제품들과 일상에서 실제 어떻게 제품들을 사용했는지 등 서민들의 생생한 생활상도 함께 엿볼 수 있다. 이 책은 1890~1970년대에 탄생한 주요 브랜드를 소개하고, 각 브랜드의 변천사뿐 아니라 광고, 마케팅, 일상의 풍경 등 다양한 이야기를 담았다. 누구나 한번쯤은 사거나 써봤을 제품들은 천천히 우리의 일상에 스며들었고, 이제 한국을 넘어 세계로 진출해 인기를 얻고 있다. 시간이 지날수록 대중의 욕구에 맞춰 한 단계씩 진화하며 분투하는 기업과 브랜드 이야기를 흥미롭게 읽을 수 있을 것이다.",1,국내도서-역사
68,9791129701855,59507297,최태성 한국사 수업,"18,900원",210원,최태성/신동민,메가스터디북스,"시작하는 모든 이를 위한 교양 한국사 ㅣ 가볍게 틈틈이 쉽지만 알차게 ㅣ 시험을 넘어 감동을 담다 ▶ ‘한국사 수업’을 강의가 아닌 책으로 만든 이유는 무엇인가? 학창 시절에 한국사를 공부하면서, 그리고 강단에 서서 학생들을 가르치면서 느꼈던 걸 책으로 엮었다. 기본 개념을 한번 쭈욱, 부담 없이 가볍게, 흐름을 한 눈에 볼 수 있는 한국사 책 말이다. 그리고 마침내 오랜 저의 바람을 ‘한국사 수업’으로 이룰 수 있었다. 강의보다 분량은 가볍게, 내용은 알차게. 책에서 제 목소리가 생생하게 들리는 경험을 꼭 해보시길 바란다. ▶ ‘한국사 수업’은 누구에게 도움이 될까? 한국사를 전공하는 학생들이 보는 무거운 책이 아니라 한국사 시험을 준비하는 수험생이거나, 한국사의 맥을 교양 차원에서 잡고 싶은 분들에게 추천하고 싶은 책이다. 다시 한국사를 공부하고 싶지만 망설이는 모든 이를 응원하는 시작하기 딱 좋은 쉬운 교양서다.",1,국내도서-역사
69,9788937420474,91923937,"사기열전 1,2 세트","45,900원",510원,사마천/김원중,민음사,"개정 작업으로 한층 더 생생하게 복원된 최고의 『사기 열전』 번역본 중국 정사의 효시 동양 역사학의 전범典範 인간과 권력에 대한 살아 숨 쉬는 경전 대표적 인문학 스테디셀러로서 판과 쇄를 거듭하며 많은 독자들의 사랑을 받아 온 김원중 교수의 『사기 열전』이 개정2판으로 민음사에서 다시금 출간되었다. 2011년 개인으로서는 세계 최초로 『사기』 전권을 완역해 낸 동양고전의 대가 김원중 교수는 기존에 번역한 『사기 열전』을 사마천이 쓴 당시의 환경과 현대 독자의 언어 환경을 동시에 고려하여 원전을 하나하나 재확인하고 기존 번역을 철저히 재검토하여 오류를 점검하고 놓친 부분을 보완하였다. 『사기』 130편의 절반 이상을 차지하고 있는 열전 70편은 주로 제왕과 제후를 위해 일한 인물들의 전기를 수록하고 있으며, 때로 계급을 초월하여 기상천외의 인물들이 포진하고 있기도 하다.",1,국내도서-역사
70,9791190475846,103633292,히틀러 시대의 여행자들,"29,700원","1,650원",줄리아 보이드/이종인,페이퍼로드,"＊ 『가디언』 2017 “독자의 선택” ＊ ＊ 『데일리 텔레그래프』 2017 최고의 책 ＊ ＊ 2018 『스펙테이터』 올해의 책 선정 ＊ ＊ 2019 『LA타임즈』 역사 부문 최우수 도서상 ＊ 찰스 린드버그, 사무엘 베케트, 자동차왕 헨리 포드와 시인 타고르 학생, 정치인, 예술인, 언론인, 종교인, 학자 그리고 일반 관광객까지… “이들은 왜 눈앞의 진실을 보지 못했을까?” 여행자의 시선으로 그려낸 히틀러 시대 독일의 초상! 라인 강을 따라 유람하고, 햇볕이 드는 정원에서 맥주를 마시고, 어린아이들이 단체로 행복하게 부르는 노래를 들으며 산책하는 일은 고문, 탄압, 재무장 같은 이야기를 무척 쉽게 잊어버리게 했다. 심지어 1930년대 말에 들어서서도, 외국인 여행자가 독일에서 몇 주를 보내며 자동차에 펑크가 나는 일 이상으로 불쾌한 일을 겪는 경우는 그리 많지 않았다. 하지만 “보이지 않는 것”과 “알지 못하는 것”의 차이는 상당히 컸다.",2,국내도서-역사
71,9791160804843,93312942,그랜드 투어,"21,600원","1,200원",설혜심,휴머니스트,"최고의 엘리트가 되려면 여행을 떠나라! 역사상 최초의 교육 여행이자 애덤 스미스와 볼테르, 괴테 등 유럽 최고 지성을 탄생시킨 엘리트 교육의 필수 코스, 그랜드 투어 케임브리지와 옥스퍼드 대신 유럽 대륙으로! 17세기 영국에서 시작되어 18세기 전 유럽에서 유행한 그랜드 투어는 유럽의 어린 귀족 자제들이 외국어와 외교술, 세련된 매너와 고급 취향을 기르기 위해 프랑스와 이탈리아 등을 여행한 최초의 ‘교육 여행’이다. 평균 2~3년 동안 프랑스와 이탈리아를 포함한 유럽 대륙을 여행하는 그랜드 투어는, 국경을 넘나든 다양한 인적 교류와 예술·사상의 전파를 통해 유럽 최고 지성과 예술가 들을 탄생시키며 근대 유럽을 만드는 초석을 놓았으며, 오늘날 단체 관광과 자유 여행, 조기 해외 유학과 어학연수의 토대가 되었다.",1,국내도서-역사
72,9788994655697,66910737,중동은 왜 싸우는가?,"20,700원","1,150원",박정욱,지식프레임,"끝나지 않은 대립과 갈등의 역사, 그들은 왜 아직도 피 흘리며 싸우는가? 각종 매체를 통해 심심찮게 소개되는 중동 관련 이슈들을 균형 갖춘 시각으로 올바르게 이해하기란 쉽지 않다. 제대로 된, 쉽게 접근할 수 있는 정보가 부족하기 때문이다. 심지어 많은 독자들은 중동 뉴스를 접하면서 복잡한 미로 안에 갇힌 듯한 느낌을 받기도 한다. 그만큼 중동은 여러 정체성들이 얽히고설킨, 복잡다단한 구조를 가지고 있다. 이스라엘 대 팔레스타인, 유대교·기독교·이슬람교, 수니파와 시아파, 왕정국가·국민국가, 이슬람 원리주의자와 세속주의자, 여기에 덧붙여 중동 지역 내 여러 민족들 간의 정체성 충돌까지…. 저자는 1500년이 넘는 긴 시간 동안 이 같은 정체성들이 서로 다투고 갈등해온 21가지 장면들을 상세히 풀어낸다. 이를 통해 독자들은 지금껏 오해와 편견으로 바라보았던 중동의 진짜 모습을 보다 선명하게 이해할 수 있을 것이다.",1,국내도서-역사
73,9791195776894,104227825,허진모 삼국지 2,"16,200원",900원,허진모/정원제,이로츠,"소설과 역사를 넘나들며 삼국지를 색다르게 읽는 묘미 왜 우리는 장구한 중국 역사에서 100년도 채 되지 않는 삼국시대에 유독 매료되었을까? 이는 ‘소설’ 삼국지의 공이 지대하다. 소설로서 삼국지의 주된 배경은 학문적으로 보면 삼국시대(위, 오, 촉이 공존한 시기는 50년)가 아니라 삼국이 세워지기 전이며, 천하를 얻으려는 숱한 영웅들의 무용담과 지략 싸움이 흥미진진하게 펼쳐진다. 하지만 ‘소설’ 삼국지를 읽었다고 해서 ‘역사’로서의 삼국지, 삼국시대를 아는 것은 아니다. 칠실삼허(七實三虛)의 소설 삼국지가 ‘역사’로 오롯이 스며들기 위해서는 어느 정도의 수고로움이 필요하다. 이 책의 저자는 말한다. “연의(演義)라는 문고리를 당겨 역사(歷史)의 문을 열곤 한다. 그리고 모호(模糊)하기 짝이 없는 사실(史實)의 진(眞)과 허(虛)를 가리는 재미에 오늘도 몸을 던진다.",1,국내도서-역사
74,9791188941681,104227876,지도의 역사,"18,900원","1,050원",맬컴 스완스턴/알렉산더 스완스턴/유나영,소소의책,"지도 속에는 어떤 역사가 담겨 있을까? 지구의 시각적 역사를 창조하는 지도 제작자의 매력적인 여정 지금까지 알려진 최초의 세계지도부터 역사적으로 중요한 주제도의 원본들과 항공사진까지, 65점의 지도를 완벽하게 되살린 책이다. 해와 달과 천체의 움직임을 통해 계절의 변화를 읽고 시간의 개념을 발전시킨 고대인들은 자기 주변의 세계와 환경을 이해하기 위해 지도를 만들었다. 이후 지도는 종교, 새로운 땅을 발견하기 위한 탐험과 이주, 무역 확대, 전쟁, 영토 분할 등 인류의 문명 발전사에서 중요한 역할을 했다. 특히 과학기술의 발전으로 이전보다 훨씬 다양하고 정밀한 지도를 만들게 되었다. 이 책은 오늘날 우리가 알고 있는 지도가 그려지기까지 끝없는 도전과 연구를 거듭한 지도 제작자들의 이야기를 생생하게 펼쳐 보인다.",1,국내도서-역사
75,9788957337455,103324105,신화와 축제의 땅 그리스 문명 기행,"17,100원",0원,김헌,아카넷,"세상이 시작된 곳에서 나의 근원을 묻다! [tvN 벌거벗은 세계사] [JTBC 차이나는 클라스] 화제의 강의! ‘고대 그리스 세계의 매혹적인 안내자’ 김헌 교수와 함께 지중해로 떠나다 ‘단단한 신념을 만드는 고전의 힘’을 강조해왔던 서양고전문헌학자 김헌과 함께 떠나는 그리스 문명 답사. 이 책은 ‘신화’와 ‘축제’라는 열쇳말을 가지고 고대 그리스의 세계로 안내한다. 저자는 두 차례의 그리스 문명 기행을 통해, 오늘의 세계를 규정해왔던 문명의 근원을 인문적 통찰과 문학적 상상력으로 재현해낸다. 오늘의 세계를 이루는 근간이 서구 문명에서 비롯된 것임을 부인할 수 없다면, ‘지금 여기’를 살아가는 우리에게도 그 문명을 읽어내는 작업은 긴요한 일이라는 점을 강조한다. 그리스 본토를 비롯해 크레타, 산토리니 등의 에게해, 그리고 알렉산드리아, 카르타고, 몰타 등을 답사하며 주요 유적지 현장에서 오늘의 세계로 향하는 길을 잇는다.",1,국내도서-역사
76,9791139700107,104103740,길가메시 서사시,"16,200원",900원,앤드류 조지/공경희,현대지성,"길가메시, 폭군에서 지혜자로 우뚝 서다 인간의 자립과 성장에 관한 원형(原型)을 담은 이야기 『길가메시 서사시』는 폭군에 불과했던 한 인간이 고대에 지혜자요 신(神)의 위치에 오르기까지 겪었던 모험과 실패, 성장의 이야기를 담고 있는 인류 최초의 서사시이자 영웅 신화이다. 시인 라이너 마리아 릴케는 서사시 원문의 초기 번역서를 접한 후 환희와 경이로움에 사로잡혀 만나는 사람 모두에게 “정말 굉장해요!”라고 외치고 다녔다. 4천 년 동안 잠자고 있었던 고대의 마법이 풀렸기 때문이다. 인생의 본질과 성장에 관한 인류의 고민은 그때나 지금이나 흡사했다. 이 서사시에는 영생을 향한 인간의 열망, 죽음을 앞둔 자의 고뇌와 분투, 인간의 한계를 경험한 후 들어선 깨달음의 길 등, 인문적인 사유가 박진감 넘치는 모험 이야기와 절묘하게 버무려진다. 인류 역사 초기에 신들이 인류를 멸하려고 일으킨 대홍수 이야기와 망자들의 음울한 세계에 대한 묘사도 흥미진진하게 펼쳐진다.",1,국내도서-인문
77,9791195708031,24450927,설민석의 첫출발 한국사 연표 (보급판),"5,400원",60원,설민석,휴먼큐브,"단순한 사건 나열 중심의 연표가 아닌, '사건의 내용'을 함께 담은 연표다. 선사부터 현대까지, 한국사의 흐름을 3장의 연표로 한눈에 파악할 수 있다. 한국사 공부의 첫걸음을 시작할 수 있을 뿐 아니라, 전반적인 흐름 파악을 위한 교양 한국사 학습으로도 활용 가능하다.",1,국내도서-역사
78,9788936474409,44263955,나의 문화유산답사기 10 : 서울편 2,"18,000원","1,000원",유홍준,창비,"독보적 베스트셀러 시리즈의 백미 유홍준, 마침내 서울을 말하다! 한국 인문서를 대표하는 독보적인 시리즈로서 380만 독자의 사랑을 받아온 『나의 문화유산답사기』가 돌아왔다. 햇수로 25년 동안 8권의 국내편과 4권의 일본편이 출간된 ‘답사기’가 드디어 수도 서울에 입성하여 서울편 1권 ‘만천명월 주인옹은 말한다’와 2권 ‘유주학선 무주학불’을 선보인다. 저자는 과거와 현재와 미래가 공존하는 거대 도시 서울의 문화유산과 역사를 섬세하고 날카로운 통찰로 바라보는 한편, 그와 얽힌 이야기들을 특유의 편안한 입담으로 풀어냈다. 특히 ‘서울편’에서는 ‘답사기’가 한 단계 높은 경지에 올라섰다는 점이 눈길을 사로잡는다. 역사, 예술, 문화를 아우르는 방대한 정보를 절묘하게 엮고 쉽게 풀어내는 저자의 솜씨가 절정에 다다라 따로 공부하지 않아도 우리 역사가 한눈에 보인다.",1,국내도서-역사
79,9788932921488,104819346,팔레스타인 100년 전쟁,"22,500원","1,250원",라시드 할리디/유강은,열린책들,"팔레스타인-이스라엘 분쟁의 기원과 본질 [이스라엘, 가자지구 130곳 공습], [핏빛 팔레스타인… 하마스 로켓포 쏘자 전투기로 보복]……. 팔레스타인-이스라엘 분쟁이 국제 뉴스의 헤드라인을 장식하는 광경은 너무나 익숙하다. 가장 최근인 2021년 5월 열흘간 벌어졌던 유혈 충돌에서도 팔레스타인인이 300명 가까이, 이스라엘인이 12명 사망했다. 미국의 국제관계 평론지 『포린 어페어』는 이번 분쟁을 [더 폭력적인 시대의 서막]을 알리는 신호라고 해석했다. 팔레스타인은 어쩌다 [중동의 화약고]가 되었을까? 왜 이 전쟁은 한 세기 넘도록 끝나지 않을까? 팔레스타인계 미국인 역사학자 라시드 할리디의 신간 『팔레스타인 100년 전쟁』은 팔레스타인-이스라엘 분쟁의 기원과 성격을 [정착민 식민주의Settler Colonialism]로 규정한다.",1,국내도서-역사
80,9788972917489,103453410,"아이링, 칭링, 메이링","20,700원","1,150원",장융/이옥지,까치(까치글방),"“20세기 중국 역사의 심장에는 쑹씨 세 자매가 있었다” 현대 중국을 만든 거대한 물결 속에 가려졌던 세 자매를 역사의 주연으로 되살리다 쑹씨 세 자매의 삶은 흔히 “한 명은 돈을 사랑했고, 다른 한 명은 권력을 사랑했으며, 또다른 한 명은 국가를 사랑했다”는 말로 요약되곤 한다. 세 자매는 20세기 중국 역사의 한가운데에서 비범한 인물들의 배우자이자 정치인으로서 커다란 영향력을 미쳤지만, 오늘날에는 그들의 화려한 삶과 부정부패만이 회자될 뿐이다. 그렇다면 이야기 속 주인공이 아닌 인간으로서의 세 자매는 어떤 사람들이었을까? 전작 『대륙의 딸』에서 여성 서사를 통해 중국의 역사를 흥미진진하게 풀어낸 바 있는 저자 장융은, 세 자매의 삶에 주목하여 그들 사이의 정치적 갈등과 반목, 우애와 연대의 서사를 풀어놓는다. 세 자매는 미국에서 교육을 받은 중국의 첫 신여성이었고, 남편에게 순종하며 살아간 당대의 여성들과 달리 주체적으로 자신의 길을 선택하고 걸어간 보기 드문 인물들이었다.",1,국내도서-역사
