순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
56,9788927810933,89335108,프렌즈 스페인ㆍ포르투갈,"14,400원",800원,박현숙,중앙북스(books),"세계에서 가장 많은 유네스코 문화유산을 보유한 나라이자 고대와 중세 시대의 모습을 간직한 유구한 역사의 나라, 스페인! 화창한 날씨와 따스한 햇볕을 담은 거리, 천재 건축가 가우디의 흔적이 고스란히 담겨 있는 건축물들, 지방마다 다른 문화와 다채로운 볼거리, 열정적이고 유쾌한 사람들…. 여느 유럽과는 또 다른 분위기를 자아내는 스페인은 전 세계인들이 꼭 한번 살아보고 싶은 나라로도 손꼽힌다. 세계적인 예술가들이 사랑한 대도시를 비롯해 중세 시대의 분위기를 느낄 수 있는 아기자기한 소도시를 돌아보고, 한낮의 달콤한 시에스타를 즐긴 후에 오후 느지막이 뒷골목에 나가 현지인과 어울려 술 한 잔 마시며 즐거운 밤을 즐겨보자.",2,국내도서-건강 취미
57,9788954626217,14832167,자전거여행 2,"13,500원",750원,김훈,문학동네,"“줄을 치고 또 쳐도 마음을 흔드는 새로운 문장들이 넘쳐나는 게 김훈의 책입니다.” _박웅현, 『책은 도끼다』 몸과 마음과 풍경이 만나고 갈라서는 언저리에서 태어나는 김훈 산문의 향연! 김훈 산문의 정수(精髓)라 할 산문 『자전거여행』이 재출간된다. 언젠가 그는 “나는 사실만을 가지런하게 챙기는 문장이 마음에 듭니다”라고 말한바 있다. 그의 언어는 그렇게, 언제나, 사실에 가까우려 애쓴다. “꽃은 피었다”가 아니라, “꽃이 피었다”라고 고쳐쓰는 그의 언어는, 의견과 정서의 세계를 멀리하고 물리적 사실을 객관적으로 진술하려는 그의 언어는, 화려한 미사여구 없이 정확한 사실을 지시하는 그의 언어는, 오히려 한없이 아름답다. 엄격히 길에 대해서, 풍경에 대해서만 말하는 그의 글 속에는, 그러나 어떤 이의 글보다 더욱 생생하게 우리 삶의 모습들이 녹아 있다. 길과 몸과 마음이 하나가 되어 만들어내는 김훈 말의 풍경을 다시 확인해본다.",1,국내도서-에세이
58,9791188343508,104521815,우리가 우리에게 닿기를,"15,300원",850원,김민주,제철소,"2020년 초, 코로나19로 전 세계가 빗장을 굳게 걸었다. 그리고 바이러스 감염에 대한 공포는 인간, 특히 특정 인종에 대한 분노와 혐오를 낳았다. 『우리가 우리에게 닿기를』은 차별과 혐오가 만연한 시대에 이탈리아에서 이방인의 감각으로 살고 있는, 어느 가족의 이야기이다. 작가 김민주는 2006년 이탈리아 로마에 정착해 8년 동안 여행 가이드로 일하다가 지금은 두 아이를 키우며 글을 쓰고 있다. 이 책은 그가 팬데믹 이후 찾아온 일상의 크나큰 변화 앞에서 희망도 절망도 잊지 않기 위해 매일 써내려간 기록들이다. 눈앞에서 목격한 엄마의 죽음으로부터 도망치듯 떠나온 이탈리아에서 ‘다른 사람’으로 살아온 16년이란 시간, 결혼과 출산 이후 일을 그만두고 스스로에게 작가라는 이름을 부여하기까지의 과정, 코로나19로 모든 게 멈춰버린 이탈리아와 그곳 사람들의 이야기, 여행 가이드인 남편의 직업이 사라지는 바람에 졸지에 생계형 유튜버가 된 사연 등이 파노라마처럼 펼쳐진다.",2,국내도서-에세이
59,9791186274880,104818123,박물관 수업,"18,000원","1,000원",황윤,책읽는고양이,"박물관의 가치는 컬렉션으로 결정된다 고 이건희 기증품의 의미 『컬렉션으로 보는 박물관 수업』은 박물관과 미술관은 세련된 외형이나 소장품의 개수가 아닌, 단 한 점이라도 세계적인 컬렉션이 있을 때 주목받는다는 관점, 즉 왜 박물관의 가치는 컬렉션으로 결정되는지를 세계 뮤지엄의 주목받는 컬렉션을 통해 보여주는 책이다. 2021년 4월 고 이건희 회장의 소장품 2만 3000여 점이 국립중앙박물관과 국립현대미술관에 기증되었는데, 이 중 모네의 [수련이 있는 연못]은 모네가 만년에 그린 인생 대표작으로 한국에서는 책에서만 접할 수 있었던 작품인데, 언제나 마음만 먹으면 가서 볼 수 있게 되었으므로, 이제 국내 박물관도 해외 유명 박물관과 경쟁할 만한 토대를 마련했다는 점에서 크게 주목할 만하다.",2,국내도서-예술
60,9791190853194,104661033,나무의 맛,"16,200원",180원,아르투르 시자르-에를라흐/김승진,마티,"저자의 직업은 평론가이다. 향과 맛을 감별하는 음식 평론가. 평범하게 ‘맛집’을 순례한다면 직업 만족도가 최상일 것이 분명한데, 그는 식재료로 생각하기엔 낯설고 새로운 나무의 풍미, 맛, 향을 진하게 머금은 음식들을 찾아 세계 각지로 떠난다. 『나무의 맛』은 그 견문의 기록이다.",1,국내도서-인문
61,9788996831266,103713742,"퇴직, 일단 걸었습니다","13,320원",740원,조정선,수다,"37년간의 일터를 떠나며 27일간 걷고 생각하다 MBC RADIO 나서기 PD의 해파랑길 순례기 지난 2020년 연말에 지은이는 37년간의 근속을 마치고 MBC RADIO를 퇴직했다. 1960년생으로 베이비부머 세대 정년퇴직자 중 한 사람이다. “솔직히 좀 무섭고 겁도 났다. 무無의 시간, 백지의 공간에 뭐라도 채워야 할 것 같았다.”라고 그는 퇴직을 앞둔 심경을 표현했다. 그 “백지의 공간에 뭐라도 채워야 할 것 같은” 심정으로 스페인 산티아고 순례길 트레킹을 결정하고 비행기 표와 함께 일정을 준비했었다. 코로나19 바이러스로 인해 실행이 어려워지고 대안을 찾던 중 맞춤한 국내 트레킹 코스인 해파랑길을 찾아낸다. 부산을 기점으로 통일전망대까지 총 770킬로미터 거리를 동해안을 따라 걷는 코스다. 일정을 기록하려고 남기기 시작했던 이 책의 글 곳곳에서 ‘나서기 PD 조정선이 37년간 일해온 자기의 일과 일터를 얼마나 사랑했던가’를 발견할 수 있다.",1,국내도서-에세이
62,9788970129501,78899373,먼 북소리,"14,400원",800원,무라카미 하루키/윤성원,문학사상,"멀리서 들려오는 북소리에 이끌려 나는 긴 여행을 떠났다. 낡은 외투를 입고 모든 것을 뒤로한 채… 1997년 10월에 출간되었던 하루키의 걸작 여행 에세이가 시대의 흐름에 맞추어 양장판으로 새롭게 개장하여 발간되었다. 하루키가 1986년 가을부터 89년 가을까지 약 3년간 유럽을 여행하는 동안 문학과 인생, 소설쓰기에 대한 느낌을 정리한 삶의 기록들이다. 서른일곱에 출발하여 마흔에 돌아온 이 3년 동안 하루키는 『상실의 시대』와 『댄스 댄스 댄스』를 완성했다. 마흔이 되도록 아무것도 할 수 없을지 모른다는 초조와 강박을 여행으로 극복하는 과정과 그 과정에서 있었던 다양한 에피소드를 하루키 특유의 유머와 자유로운 문체로 상세하게 기록한다. ‘오늘은 무슨 일이 일어날지 모른다’는 기대와 스릴, 유럽에서의 하루하루는 깜짝 놀랄 광경과 아연한 경험을 하루키에게 선사했다.",1,국내도서-에세이
63,9791195562916,74629720,산티아고 순례길 가이드북,"15,120원",840원,"김남철,김태훈,박건우 공저",핏북,,2,국내도서-건강 취미
64,9788993928488,7202720,바람이 분다 당신이 좋다,"13,770원",760원,이병률,달,"7년 만에 나온 『끌림』의 두 번째 이야기. 세월이 흐르는 동안 작가는 그동안 여전히 여러 번 짐을 쌌고, 여러 번 떠났으며, 어김없이 돌아왔다. 변하지 않은 건 ‘사람’. 혼자 떠난 여행에서도 늘 ‘사람’ 속에 있었으며, ‘사람’에 대한 따뜻한 호기심과 ‘사람’을 기다리는 쓸쓸하거나 저릿한 마음을 거두지 않는다. 사람이 여행하는 곳이 결국 사람의 마음이라는 말은 그래서 맞다. 이번에도 역시나, 『끌림』과 마찬가지로 목차도 페이지도 없다. 그러니, 순서도 없다.",1,국내도서-에세이
65,9791160807080,103854403,"작은 캠핑, 다녀오겠습니다","13,050원",720원,생활모험가,휴머니스트,"캠핑, 시작하고 싶은데 엄두가 안 난다면? 꼭 필요한 짐만 챙겨 가볍고 단순하게! 캠핑?여행 전문 크리에이터 ‘생활모험가’의 ‘작은 캠핑’ 노하우북. 작은 캠핑은 꼭 필요한 물건만 싸서 가볍게 떠나는, 오랜 시간 다양한 캠핑을 해온 작가가 처음 캠핑을 시도하는 이들에게 강력 추천하는 캠핑이다. 한번에 장비를 갖추지 않아도 시작할 수 있는 데다가 캠핑의 매력인 ‘휴식’을 가장 잘 느낄 수 있기 때문. 이 책은 처음 캠핑을 접하는 이들에게 꼭 필요한 정보를 모아, 작은 캠핑을 자세히 안내한다. 캠핑이 나의 생활에 어떤 기쁨을 줄 수 있으며, 수많은 캠핑 종류 중 나는 어떤 캠핑이 잘 맞는지 알 수 있다. 무엇보다 실제로 캠핑을 떠날 수 있도록 캠프닉, 당일 캠핑 등 캠핑과 친해지는 연습으로 시작해 1박 2일 캠핑 떠나기까지 구체적인 방법과 실용적인 캠핑 정보들을 기초부터 차근차근 소개한다.",1,국내도서-건강 취미
66,9791160807066,103505914,텐동의 사연과 나폴리탄의 비밀,"15,750원",870원,네모,휴머니스트,"먹는 것에 진심인 당신을 위해 일본인 친구 ‘네모’가 들려주는 본격 식탁 에세이 알고 먹으면 더 맛있습니다! 텐동의 잔잔한 사연과 나폴리탄의 소소한 비밀, 그리고 이런저런 일본 음식들에 관한 이야기를 담은 책이다. 일본인 저자가 한글로 써서 화제를 모았던 『진짜 도쿄 맛집을 알려줄게요』에 이은 두 번째 책으로, 한 그릇에 담긴 역사와 문화, 그리고 제대로 먹는 법까지 현지인만이 들려줄 수 있는 정보와 이야기로 가득하다. 음식별로 저자가 추천하는 로컬 맛집 정보는 덤! 궁금했던 (거의 모든) 일본 음식 이야기가 들어 있으니 목차를 참고하여 그때그때 먹고 싶은 음식을 골라 읽어도 좋다. 먹는 것에 진심인 당신에게 최고의 반찬이자 안주가 되어주는 책.",1,국내도서-에세이
67,9791157529445,32726513,국내여행 버킷리스트 101,"19,800원","1,100원",최미선/신석교,넥서스BOOKS,"스토리를 간직하여 더욱 재미있는 전국 팔도 101곳을 떠나는 아름다운 여행기 훌쩍 떠나고 싶은 당일치기 근거리부터 열정을 재충전해 줄 1박 2일 주말 코스까지 국내 여행지 베스트 101개를 선정, 특별한 안식과 추억을 담을 수 있도록 안내한다. 천년이 넘은 역사가 살아 움직이는 대한민국을 담다! ‘여행’은 이미 사람들에게 꿈이 아닌 현실이 된 지 오래다. 마음만 먹으면 근거리에서부터 멀리 해외에 이르기까지 여행을 떠나고 있다. 그럼에도 불구하고 여전히 여행에 대한 마음의 준비가 필요한 사람들이 있다. 제각각의 이유와 사연으로 여행을 아직 꿈으로만 생각하는 사람들에게 몸과 마음을 가벼이 하고 떠날 수 있는 책이 출간되었다. 바로 『국내여행 버킷리스트 101』이다. 내 집 앞이 그저 출퇴근 또는 오고가는 일상의 거리가 아닌 멋진 여행지가 될 수 있게, 골목골목부터 멀리 전국 팔도의 아름다운 산천까지 소개하고 있다. 그리하여 여행이 일상이 되는 설렘을 줄 것이다.",1,국내도서-건강 취미
68,9791168140042,105057681,"여행, 그 낯선 설렘","11,880원",660원,이민희,생각의빛,"낯선 설렘은 여행의 선율을 타고 내게 왔다 여행이 만든 감정, 여행이 만든 기록, 여행이 만든 문장이 흩어져 있는 여행의 흔적을 따뜻하게 되짚어준다 마음껏 떠나지 못하는 우리의 요즘을, 감미롭게 적셔줄 여행 에세이 여행이 우리를 떠나버렸다. 떠나고 싶어도 떠날 수 없으니 여행에 대한 그리움은 짙어지고 간절함은 커진다. 모두의 여행이 일시 정지된 오늘, 우리는 다시 떠날 날을 기다리며 가슴 한 구석에 저마다의 여행을 품고서 살아간다. 저자는 낯선 곳이 주는 설렘에 끌려, 낯선 길을 끊임없이 걸었다. 그 여정은 누군가의 시선을 사로잡을 만한 특별한 무엇은 없어도, 그녀만의 색감으로 가득 채워진 순간의 연속이다. 가슴을 벅차게 만든 풍경과 눈을 맞추다가, 걷는 것만으로도 설레는 길을 걷다가, 어디선가 들려오는 아름다운 선율에 발걸 음을 멈출 때, 노트와 수첩에 그 순간을 글로 기록했다. 이 책은 다채로운 장면이 한가득 담겨 있는 그때의 기록이다.",2,국내도서-건강 취미
69,9788927810346,76894445,프렌즈 뉴욕,"14,400원",800원,제이민/이주은,중앙북스(books),"뉴욕은 도시적인 낭만의 원형으로 가득한 별세계다. 구름 위로 솟은 마천루, 잰 걸음으로 거리를 종횡하는 도시인들, 지독한 자동차 경적음, 갤러리에서 난상 토론을 펼치는 아티스트들과 분방한 거리 예술이 아무렇지도 않게 공존하는 곳. 『프렌즈 뉴욕』은 이 아름답고 난잡한 소우주를 유영하는 여행자들에게 가장 완벽한 가이드가 되어 줄 것이다. 뉴욕에서 오랫동안 체류하며 도시의 속살을 보아온 작가 제이민, 이주은이 발 벗고 취재한 관광 명소, 쇼핑 스폿, 레스토랑, 카페, 그리고 뒷골목의 아기자기한 상점들은 최고의 여정을 꾸리기에 더할 나위 없다. 이 책과 동행하는 순간부터, 뉴욕은 이미 당신 품 안에 있다.",2,국내도서-건강 취미
70,9788927812388,102419102,서울·경기·인천 트레킹 가이드,"18,000원","1,000원",진우석,중앙북스(books),"우리집 근처에 이런 곳이? 혼자 걸어도, 함께 걸어도 좋은 도심 트레킹 코스 49곳 서울·경기·인천은 도심이라 산이 많지 않고, 트레킹하기 좋은 곳이 적을 것이란 편견은 그야말로 ‘편견’이다. 서울 지역은 아기자기한 산과 둘레길이 많고, 인천 지역은 트레킹과 백패킹하기 좋은 섬이 널렸다. 경기 북부 지역은 강원도가 부럽지 않을 정도로 산이 높고 깊다. 『서울·경기·인천 트레킹 가이드』에서는 30년이 넘는 시간 동안 국내외 산들을 섭렵한 우리나라 최고의 트레킹 전문가가 엄선한 49곳의 코스를 소개한다. 계절별로 즐기기 좋은 트레킹 코스와 일출·일몰, 산성, 둘레길, 역사·문화, 무장애 숲길 등 다양한 테마별 도심 트레킹 코스를 소개해 트레킹의 다양한 즐거움을 만끽할 수 있도록 했다.",1,국내도서-건강 취미
71,9791189159634,90125491,식객 허영만의 백반기행,"15,300원",850원,허영만,가디언,"식객 허영만이라면 믿고 먹는다 1년간 서울부터 제주까지 전국을 돌며 직접 맛보고 고른 최고의 맛집 200 ‘오늘 뭐 먹나’ 걱정은 이제 끝났다 2019년 5월 14일 첫 방송을 시작한 [식객 허영만의 백반기행] 1주년을 기념해 식객의 먹방 여행을 책으로 만난다. 신간 『식객 허영만의 백반기행』(가디언 펴냄)은 식객이 전국을 돌며 직접 맛본 음식 중 ‘베스트 오브 베스트’ 200곳을 선정해 소개한다. 식객이 뽑은 맛집이라면 지역별로, 취향대로 가볼 만하다. 식객의 맛집 선정 기준은 세 가지다. 첫째, ‘집밥 같은 백반’. 첫 술을 뜨면 어머니가 차려준 집밥이 떠오른다. 둘째, ‘놀라운 가성비’. 이 값에 이 한 상이 가능한가 싶다. 셋째, ‘그럼에도 놀라운 맛’. 맛집은 무조건 ‘맛’으로 평가되어야 마땅한 법이다. 집밥처럼 편안하고 값도 착한데 맛은 더욱 놀랍다. 식객의 입맛을 사로잡았으니 믿고 먹을 수 있다.",1,국내도서-건강 취미
72,9788962464580,105249202,아이들과 캠핑카로 누빈 미국서부 캐나다 핫스팟,"18,000원","1,000원",석장군,주류성,"위드 코로나 시대, 여행에 목마른 사람들을 위한 최신 미국서부, 캐나다 여행 정보 초등, 유치원생 아이들을 데리고 떠나는 여행 ‘꿀팁’ 위주의 정보서 코로나 덕분에 세상 사람들은 만 2년 동안 발이 묶여 있었다. 이제 ‘위드 코로나’ 시대로 전환되면서 여행사들은 경쟁적으로 해외여행 상품을 선보이고 있고, 여기에 사람들이 반응하면서 해외여행은 다시 기지개를 켜고 있다. 특히 최근 미국 바이든 정부가 11월 8일부터 백신접종자는 격리 없이 미국을 여행할 수 있도록 정책을 완화해 한국인들의 미주 여행도 급격히 늘어날 것으로 예상된다. 이런 트렌드에 맞춰 미국 서부와 캐나다 로키산맥의 ‘핫한’ 여행지들의 최신 정보를 묶은 미주 여행도서(아이들과 캠핑카로 누빈 미국서부 캐나다 핫스팟, 석장군 저, 주류성출판사)가 출간되었다.",2,국내도서-건강 취미
73,9791196947330,103598142,포르투갈에 물들다,"15,120원",840원,박영진,일파소,"포르투갈의 역사, 문화, 예술 여행 『세상 서쪽 끝으로의 여행, 포르투갈에 물들다』는 저자가 ‘포르투갈’을 6개월 이상 여행한 뒤 에세이 형식으로 풀어낸 책이다. 유럽 대륙의 서남부 끝자락에 위치한 포르투갈의 면적은 우리나라와 비슷하며, 인구는 1천만 명 정도가 살고 있다. 정식 명칭은 포르투갈 공화국이며, 국경은 스페인에 맞닿아 있다. 또한 이베리아 반도 이외에 대서양 한가운데에 위치한 아소르스 제도와 마데이라 제도가 포르투갈 영토에 속해 있다. 『포르투갈에 물들다』는 리스본, 신트라, 포르투, 코임브라 등 포르투갈의 유명한 관광지뿐만 아니라, 아베이루, 오비두스, 나자레, 파티마, 벨몬테 같은 소도시, 아직 대중적으로 알려지지 않은 마데이라 섬, 베나길, 세르타, 순례길 등 포르투갈 곳곳의 명소들을 소개하고 있다.",1,국내도서-건강 취미
74,9791165212117,91180582,자동차 주말여행 코스북,"16,650원",920원,유연태/전계욱/온석원/권현지/신영철,길벗,"코로나19로 마음도 몸도 움츠러들고 있다면? 더위를 달래러 여름 휴가 가고 싶은데 안전한 곳 어디일지 찾고 있다면! SNS 뒤적거리며 계획 중인 연인과의 데이트, 모처럼 떠나는 가족들과의 주말 나들이, 답답한 집에서 훌쩍 떠나고 싶은 나 홀로 여행. 『자동차 주말여행 코스북』은 주말이 다가오면 어디로 가야할지 매주 반복했던 고민을 말끔히 해결해준다. 이번 2020년 전면개정판에는 최신 여행 트렌드에 맞게 드라이브 코스 일부와 스폿 다수를 교체하여 기존에 이 책을 구입했던 독자들이나 새로운 여행지를 원하는 독자들 모두 만족할 수 있다. 더욱이 2020년 개정판을 맞아 새로운 부록 [고속도로 휴게소 맛집 가이드]가 탄생했다! “휴게소가 휴양지다!” 볼거리, 먹거리 가득한 고속도로 위 매력적인 휴게소를 콕콕 선별해 일러스트 지도로 작업하였다. 휴게소 맛집을 중심으로 특별한 볼거리가 있는 휴게소, 반려동물 놀이터가 있는 휴게소 등 유용한 휴게소 정보를 추가했다.",1,국내도서-건강 취미
75,9788927812364,102419445,제주 오름 트레킹 가이드,"18,000원","1,000원",이승태,중앙북스(books),"오르면 오를수록 마음이 푸르러진다, 놀멍 쉬멍 걷기 좋은 제주 오름 124곳! 친환경 제주 여행을 선사하는 다정한 안내서, 『제주 오름 트레킹 가이드』 변하지 않는 것은 오직 자연이다. 제주의 이름난 명소들, 식당과 카페, 해변과 올레길을 차례로 순례했다면 이제는 오름에 눈을 돌릴 때다. 오름은 하나의 작고 오롯한 제주다. 오름을 오르다 보면 제주도의 탄생 원리와 역사, 고유의 독특한 문화, 경이로운 생태계를 쉼 없이 맞닥뜨린다. 『제주 오름 트레킹 가이드』는 124개의 눈부신 오름을 망라해 최적의 여행법을 소개한다. 제주를 대표하는 랜드마크 오름, 경유하기 좋은 올레길, 연계 여행하기 좋은 탐방 코스, 마을 산책 정보를 꼼꼼하게 제공해 초보 여행자부터 트레킹 숙련자까지 모두가 이 책을 통해 오름과 즐겁게 만날 수 있다.",1,국내도서-건강 취미
76,9788927810629,81503698,프렌즈 괌,"14,400원",800원,이미정,중앙북스(books),"“하파 데이! 눈부신 바다와 오롯한 휴식을 간직한 서태평양의 낙원” 마리아나 제도의 보석, 괌으로 가는 길 가이드북의 정석,『프렌즈 괌』과 동행하세요! 휴식을 꿈꾸는 모든 이들을 위한 다음 행선지, 서태평양의 작은 낙원 - 괌 괌은 한국인에게 매우 친숙한 여행지 중 하나다. 한국에서 가장 가까운 미국령이고, 섬 전체가 면세구역이라 쇼핑을 마음껏 즐길 수 있는 데다 사시사철 온화한 날씨와 맑은 하늘까지 여행자를 반긴다. 덕분에 허니문은 물론이고 태교 여행, 단짝 친구와의 우정여행, 어린아이가 있는 가족이나, 3대가 함께 하는 대가족 여행의 목적지로 많은 이들에게 선택받아 왔다. 따라서 『프렌즈 괌 ’20 ~ ’21』은 괌으로 떠나는 다양한 유형의 여행자들이 자신의 목적에 맞는 일정을 설계할 수 있도록 추천 코스를 제안하고, 섬을 4개 지역으로 나눈 뒤 각 지역의 이름난 명소와 여행 정보를 망라해 알찬 여정을 즐길 수 있도록 구성했다.",1,국내도서-건강 취미
77,9791165797119,104074585,오늘부터 차박캠핑,"14,850원",820원,홍유진,시공사,"새로운 여행 트렌드 ‘차박’의 모든 것 국내 최초 차박캠핑 가이드북 최신 개정판코로나19가 우리의 일상을 뒤바꾼 가운데 사람들이 여가를 즐기는 방법에도 큰 변화가 생겼다. 안전하고 편안한 나만의 공간에서 여유를 즐기는 ‘차박’이 대세가 된 것이다. 출간 즉시 여행 분야 베스트셀러에 오른 『오늘부터 차박캠핑』은 용어 설명과 차종 및 장비 선택 등의 기초 정보와 장소 선택의 노하우 및 베스트 차박 성지 등을 소개하며 차박 입문자를 위한 단 하나의 가이드북으로 사랑받았다. 새롭게 돌아온 이번 개정판에서는 여행을 꿈꾸게 하는 아름다운 사진과 드라이브하기 좋은 길, 충청권·호남권·영남권의 추천 차박지를 보강하며 여행자의 선택지를 넓혔다. 차박은 언제든 떠날 수 있는 기동성, 숙박비를 들이지 않아도 되는 경제성, 자연에서 가장 가까운 청정 지역에서 머물 수 있다는 장점이 있다.",1,국내도서-건강 취미
78,9791196743017,104068268,사진으로 만나는 로마,"26,100원","1,450원",최순원,솔깃미디어,"10여 년 동안 매년 한 달간 로마에 머물렀던 저자가 생생하게 기록한 사진집이다. 바쁜 관광객이 아니라 로마를 알고 싶은 이의 눈으로 본 순간이 기록되어 있다. 큰길로만 여행한 이들은 결코 볼 수 없는 장면들이 더할 나위 없는 감성으로 다가온다. 로마에 갔다면 반드시 거치는 곳을 포함해 그 주변에 숨은 장소들을 직접 발로 찾으며 남겼다. 애정 어린 시선에 담긴 로마 구석구석이 역사를 품은 도시의 진면목을 보여준다. 유명 장소와 그 주변을 구역별로 나누어 지도에 표시하였으며, QR 코드로 위치를 확인할 수 있도록 하였다. 또한 지도에 사진 찍은 곳과 피사체 핵심 설명을 수록, 실용적인 가이드 역할을 할 수 있게 하였다. 따라서 그곳이 궁금한 누구라도 쉽게 찾아갈 수 있는 정보가 실려있다. 로마에 이런 곳이 있었나 싶은 사진들은 유구한 역사의 한때를 고스란히 간직하고 현대에 머무는 도시의 이면을 들추어내어 보이는 것이 전부가 아님을 일깨워준다.",3,국내도서-예술
79,9788957337103,95559306,지정학의 힘,"16,200원",900원,김동기,아카넷,"한반도에는 지정학의 힘이 있다! 지정학의 덫에 갇힐 것인가, 넘어설 것인가 지금 우리에겐 ‘한반도의 지정학’이 필요하다 한반도의 운명을 결정한 것은 이념이 아닌 지정학이었다. 지리는 쉽게 사라지지 않는다. 강대국들의 욕망 또한 쉽게 사라지지 않는다. 한반도가 지정학적 올가미에서 벗어나기 위해서는 무엇보다 지정학적 현실을 정확히 인식하고 이를 극복하려는 의지가 필요하다. 이제는 강대국의 지정학적 굴레에 수동적으로 갇혀 있기보다는 한반도에 더 나은 지정학적 구도를 모색하여야 한다. 무엇보다 한반도가 가지고 있는 지정학의 힘을 우리 것으로 만들 수 있는 지정학적 상상력이 필요하다. 이 책은 우리가 가지고 있는지조차 몰랐던 새로운 가능성의 지도를 제시한다.",1,국내도서-사회 정치
80,9788939000674,1506043,전국도로지도,"25,200원","1,400원",편집부,성지문화사,"축적 1:250,000. 가장 보편적으로 알려진 자동차용 도로지도. 전국 상세 시가지도 수록은 물론 주요 LPG충전소의 위치 등까지를 세밀하게 수록했다. GPS를 이용한 정밀한 전국 도로 조사를 통해 정밀도를 높였다.",3,국내도서-건강 취미
